Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,0.8,2000,2000
0,0,0,40.0,40,0,1.0,1996,1998
0,0,0,56.1,60,0,5.8,1935,1981
0,0,0,77.0,80,0,8.7,1997,2000
0,0,0,90.8,100,0,5.6,1940,1977
0,0,0,107.7,120,0,5.6,1975,1995
0,0,0,125.1,140,0,6.9,1974,1992
0,0,0,140.9,160,0,12.8,1941,1977
0,0,0,153.5,180,0,10.9,1984,1997
0,0,0,165.1,200,0,6.7,1934,1962
0,0,0,178.5,220,0,6.9,1921,1954
0,0,0,195.2,240,0,7.3,1918,1956
0,0,0,200.3,260,0,12.1,1834,1898
0,0,0,208.9,280,0,17.6,1845,1898
0,0,0,219.3,300,0,35.7,1855,1890
0,0,0,210.8,320,0,95.6,1643,1694
0,0,0,235.8,340,0,42.8,1791,1833
0,0,0,253.2,360,0,52.2,1757,1795
0,0,0,248.8,380,0,49.1,1762,1803
0,0,0,253.6,400,0,57.9,1707,1750
0,0,0,244.8,420,0,98.6,1587,1647
0,0,0,304.6,440,0,81.8,1645,1687
0,0,0,301.2,460,0,113.2,1563,1610
0,0,0,337.0,480,0,71.7,1693,1740
0,0,0,284.6,500,0,160.6,1355,1424
0,0,0,270.6,520,0,185.3,1247,1312
0,0,0,306.2,540,0,149.8,1384,1440
0,0,0,286.7,560,0,172.3,1288,1361
0,0,0,321.8,580,0,130.3,1361,1430
0,0,0,274.3,600,0,197.8,1084,1209
0,0,0,284.0,620,0,209.7,1087,1204
0,0,0,266.3,640,0,210.8,981,1104
0,0,0,240.8,660,0,230.1,855,976
0,0,0,249.3,680,0,234.4,812,983
0,0,0,260.6,700,0,239.4,874,1007
0,0,0,239.1,720,0,243.6,753,911
0,0,0,278.4,740,0,243.0,892,1030
0,0,0,222.1,760,0,297.8,645,810
0,0,0,212.2,780,0,321.3,530,762
0,0,0,171.2,800,0,271.1,493,605
0,0,0,212.1,820,0,283.7,549,735
0,0,0,182.2,840,0,342.9,455,619
0,0,0,193.5,860,0,365.8,450,644
0,0,0,188.9,880,0,373.7,449,625
0,0,0,185.8,900,0,384.1,373,600
0,0,0,200.2,920,0,367.1,434,640
0,0,0,199.7,940,0,349.8,408,628
0,0,0,179.8,960,0,366.0,331,560
0,0,0,177.7,980,0,388.4,358,545
0,0,0,240.8,1000,0,361.2,528,728
