,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,18.525,13.0,14.625,15.375,15.625,18.125,38.75,83.375,179.25,374.125
