Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.3,2000,2000
0,0,0,40.0,40,0,1.6,2000,2000
0,0,0,60.0,60,0,1.6,2000,2000
0,0,0,80.0,80,0,2.3,2000,2000
0,0,0,100.0,100,0,3.3,2000,2000
0,0,0,120.0,120,0,3.7,2000,2000
0,0,0,140.0,140,0,3.9,2000,2000
0,0,0,159.9,160,0,4.2,2000,2000
0,0,0,180.0,180,0,6.6,2000,2000
0,0,0,175.1,200,0,67.8,1724,1752
0,0,0,219.8,220,0,5.6,2000,2000
0,0,0,239.8,240,0,5.5,2000,2000
0,0,0,259.8,260,0,6.3,2000,2000
0,0,0,279.1,280,0,6.6,2000,2000
0,0,0,299.5,300,0,7.5,2000,2000
0,0,0,319.8,320,0,8.9,2000,2000
0,0,0,339.9,340,0,9.5,2000,2000
0,0,0,308.5,360,0,47.6,1930,1930
0,0,0,313.9,380,0,49.0,1932,1940
0,0,0,284.3,400,0,124.5,1661,1700
0,0,0,258.8,420,0,164.4,1391,1480
0,0,0,245.7,440,0,206.5,1262,1361
0,0,0,272.7,460,0,182.2,1377,1458
0,0,0,263.6,480,0,214.7,1297,1363
0,0,0,242.9,500,0,228.6,1113,1215
0,0,0,258.5,520,0,213.0,1145,1253
0,0,0,230.3,540,0,244.9,960,1083
0,0,0,239.0,560,0,263.7,950,1091
0,0,0,252.2,580,0,272.6,964,1121
0,0,0,219.0,600,0,264.1,727,949
0,0,0,230.6,620,0,259.2,819,975
0,0,0,197.6,640,0,287.7,645,815
0,0,0,212.0,660,0,277.2,680,854
0,0,0,229.2,680,0,279.5,724,903
0,0,0,214.4,700,0,288.1,607,827
0,0,0,217.4,720,0,297.0,649,821
0,0,0,230.4,740,0,298.0,651,851
0,0,0,211.3,760,0,272.0,587,771
0,0,0,218.1,780,0,239.6,588,777
0,0,0,217.4,800,0,303.3,548,764
0,0,0,178.0,820,0,330.0,412,612
0,0,0,203.7,840,0,308.0,479,689
0,0,0,173.0,860,0,319.7,382,576
0,0,0,176.1,880,0,363.3,387,576
0,0,0,191.2,900,0,347.5,396,616
0,0,0,189.2,920,0,306.5,384,600
0,0,0,177.2,940,0,393.0,289,554
0,0,0,143.1,960,0,391.8,258,442
0,0,0,166.4,980,0,386.1,291,506
0,0,0,171.4,1000,0,354.8,319,514
