Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.3,2000,2000
0,0,0,40.0,40,0,1.4,2000,2000
0,0,0,60.0,60,0,2.3,2000,2000
0,0,0,80.0,80,0,3.0,2000,2000
0,0,0,100.0,100,0,3.1,2000,2000
0,0,0,120.0,120,0,3.3,2000,2000
0,0,0,140.0,140,0,4.1,2000,2000
0,0,0,159.9,160,0,4.2,2000,2000
0,0,0,180.0,180,0,5.4,2000,2000
0,0,0,198.3,200,0,20.0,1983,1983
0,0,0,220.0,220,0,5.8,2000,2000
0,0,0,240.0,240,0,6.2,2000,2000
0,0,0,259.8,260,0,6.8,2000,2000
0,0,0,279.7,280,0,7.6,2000,2000
0,0,0,299.6,300,0,8.0,2000,2000
0,0,0,319.7,320,0,9.1,2000,2000
0,0,0,339.1,340,0,15.4,1998,1998
0,0,0,358.4,360,0,13.2,1997,1997
0,0,0,308.0,380,0,50.8,1930,1930
0,0,0,282.1,400,0,115.0,1636,1686
0,0,0,283.5,420,0,145.9,1594,1633
0,0,0,209.2,440,0,250.0,1026,1163
0,0,0,234.9,460,0,222.5,1137,1256
0,0,0,230.2,480,0,241.8,1045,1190
0,0,0,220.2,500,0,274.3,959,1100
0,0,0,226.5,520,0,237.3,968,1097
0,0,0,237.0,540,0,255.4,988,1114
0,0,0,222.4,560,0,267.4,876,1014
0,0,0,234.8,580,0,241.3,887,1045
0,0,0,236.2,600,0,260.2,899,1023
0,0,0,263.9,620,0,238.6,981,1113
0,0,0,270.4,640,0,242.1,1004,1115
0,0,0,245.4,660,0,279.7,856,994
0,0,0,173.5,680,0,153.5,561,684
0,0,0,239.6,700,0,253.8,821,924
0,0,0,219.2,720,0,315.7,663,828
0,0,0,220.5,740,0,286.0,679,818
0,0,0,225.4,760,0,283.5,629,818
0,0,0,226.7,780,0,287.8,604,807
0,0,0,221.1,800,0,307.8,591,783
0,0,0,220.5,820,0,322.6,563,758
0,0,0,190.9,840,0,319.1,449,646
0,0,0,139.6,860,0,256.9,254,464
0,0,0,184.0,880,0,336.3,395,601
0,0,0,190.3,900,0,364.7,417,613
0,0,0,164.0,920,0,403.8,314,520
0,0,0,163.1,940,0,393.1,309,512
0,0,0,170.2,960,0,368.5,333,524
0,0,0,172.7,980,0,374.7,326,523
0,0,0,146.6,1000,0,477.4,269,440
