Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.0,2000,2000
0,0,0,40.0,40,0,1.4,2000,2000
0,0,0,60.0,60,0,1.8,2000,2000
0,0,0,80.0,80,0,2.3,2000,2000
0,0,0,100.0,100,0,2.8,2000,2000
0,0,0,120.0,120,0,3.1,2000,2000
0,0,0,140.0,140,0,3.4,2000,2000
0,0,0,160.0,160,0,3.7,2000,2000
0,0,0,177.8,180,0,20.7,1976,1976
0,0,0,199.8,200,0,4.6,2000,2000
0,0,0,219.8,220,0,5.2,2000,2000
0,0,0,239.5,240,0,7.9,1997,1997
0,0,0,259.6,260,0,5.8,2000,2000
0,0,0,279.1,280,0,6.3,2000,2000
0,0,0,299.2,300,0,7.3,2000,2000
0,0,0,319.2,320,0,9.0,2000,2000
0,0,0,339.1,340,0,9.9,2000,2000
0,0,0,266.8,360,0,130.9,1651,1669
0,0,0,277.0,380,0,112.2,1701,1731
0,0,0,292.7,400,0,94.7,1731,1756
0,0,0,304.7,420,0,102.4,1718,1743
0,0,0,243.8,440,0,218.4,1259,1351
0,0,0,233.5,460,0,229.1,1150,1248
0,0,0,237.9,480,0,225.9,1104,1229
0,0,0,231.8,500,0,230.0,1046,1159
0,0,0,225.4,520,0,255.2,965,1092
0,0,0,246.8,540,0,249.6,1042,1160
0,0,0,234.3,560,0,247.0,915,1071
0,0,0,253.6,580,0,242.8,984,1128
0,0,0,227.2,600,0,240.5,835,985
0,0,0,220.5,620,0,273.0,760,931
0,0,0,219.0,640,0,291.9,714,902
0,0,0,209.7,660,0,287.0,662,845
0,0,0,247.6,680,0,280.7,815,971
0,0,0,239.6,700,0,266.8,773,924
0,0,0,241.5,720,0,260.4,743,912
0,0,0,241.0,740,0,264.1,703,892
0,0,0,217.6,760,0,266.6,619,790
0,0,0,200.1,780,0,306.6,523,713
0,0,0,219.5,800,0,278.5,540,768
0,0,0,208.6,820,0,322.2,518,717
0,0,0,204.7,840,0,304.0,454,695
0,0,0,218.0,860,0,256.2,526,725
0,0,0,205.9,880,0,300.5,496,680
0,0,0,207.8,900,0,308.9,489,669
0,0,0,205.2,920,0,283.5,421,651
0,0,0,179.0,940,0,342.4,356,561
0,0,0,187.8,960,0,288.1,367,579
0,0,0,157.9,980,0,389.3,273,480
0,0,0,198.4,1000,0,355.8,352,595
