,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,61.675,19.25,27.5,38.375,79.5,224.5,280.75,328.5,353.125,463.375
