Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.3,2000,2000
0,0,0,40.0,40,0,1.3,2000,2000
0,0,0,60.0,60,0,1.9,2000,2000
0,0,0,80.0,80,0,2.6,2000,2000
0,0,0,100.0,100,0,2.7,2000,2000
0,0,0,120.0,120,0,3.2,2000,2000
0,0,0,140.0,140,0,3.8,2000,2000
0,0,0,160.0,160,0,4.2,2000,2000
0,0,0,179.3,180,0,12.7,1994,1994
0,0,0,199.9,200,0,4.8,2000,2000
0,0,0,219.9,220,0,5.4,2000,2000
0,0,0,238.0,240,0,15.2,1985,1985
0,0,0,259.8,260,0,6.2,2000,2000
0,0,0,279.9,280,0,6.8,2000,2000
0,0,0,299.6,300,0,7.8,2000,2000
0,0,0,319.1,320,0,9.6,2000,2000
0,0,0,338.9,340,0,11.2,2000,2000
0,0,0,262.1,360,0,124.6,1683,1701
0,0,0,271.1,380,0,123.1,1673,1700
0,0,0,287.4,400,0,107.6,1692,1715
0,0,0,296.3,420,0,102.9,1667,1704
0,0,0,252.4,440,0,213.2,1305,1397
0,0,0,230.6,460,0,247.6,1087,1228
0,0,0,228.3,480,0,240.0,1057,1179
0,0,0,238.4,500,0,249.9,1032,1191
0,0,0,227.6,520,0,264.0,943,1099
0,0,0,242.1,540,0,230.6,1024,1146
0,0,0,236.5,560,0,253.2,926,1081
0,0,0,250.9,580,0,249.1,947,1116
0,0,0,219.2,600,0,294.1,792,950
0,0,0,218.7,620,0,313.7,728,924
0,0,0,217.3,640,0,278.8,695,896
0,0,0,207.2,660,0,279.3,649,835
0,0,0,241.7,680,0,249.0,802,952
0,0,0,238.9,700,0,261.5,720,921
0,0,0,239.2,720,0,298.8,686,903
0,0,0,220.4,740,0,310.1,637,820
0,0,0,209.0,760,0,277.0,582,759
0,0,0,192.0,780,0,340.5,476,684
0,0,0,206.6,800,0,300.4,488,723
0,0,0,178.3,820,0,305.3,398,613
0,0,0,184.3,840,0,382.9,401,623
0,0,0,205.5,860,0,308.5,463,683
0,0,0,175.1,880,0,340.9,363,572
0,0,0,186.9,900,0,328.7,402,602
0,0,0,195.7,920,0,308.5,353,621
0,0,0,169.8,940,0,393.6,289,531
0,0,0,184.2,960,0,317.0,363,569
0,0,0,152.8,980,0,380.9,268,465
0,0,0,192.1,1000,0,299.4,358,576
