,Request rate,Response rate 50%,Response rate 66%,Response rate 75%,Response rate 80%,Response rate 90%,Response rate 95%,Response rate 98%,Response rate 99%,Response rate 100%
0,147.8,143.0,153.0,159.0,165.0,176.0,184.0,196.0,202.0,221.0
