,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,14.962499999999999,13.125,15.125,16.875,17.875,21.125,24.125,28.0,31.125,47.25
