Response time 66%,Response status 4xx,Response rate 99%,Response time 50%,Response time 99%,Response rate 66%,Response rate 75%,Response time,Number of requests,Response rate 90%,Response time 95%,Response status 1xx,Response rate 80%,Response time 100%,Response rate 100%,Response time 75%,Response status 3xx,Response rate 98%,Response time 98%,Request rate,Response time 90%,Response status 5xx,Response status 2xx,Response time 80%,Response rate 50%,Rate,Response rate 95%
1.0,0,20.0,1.0,4.0,19.0,19.0,0.8,2000,19.0,1.0,0,19.0,24.0,21.0,1.0,0,20.0,3.0,20.0,1.0,0,2000,1.0,19.0,20,20.0
1.0,0,40.0,1.0,8.0,39.0,39.0,1.3,2000,39.0,4.0,0,39.0,26.0,40.0,1.0,0,40.0,6.0,40.0,2.0,0,2000,1.0,39.0,40,39.0
1.0,0,60.0,1.0,11.0,59.0,59.0,2.2,2000,59.0,7.0,0,59.0,19.0,61.0,2.0,0,60.0,9.0,60.0,5.0,0,2000,3.0,59.0,60,59.0
2.0,0,80.0,1.0,13.0,79.0,79.0,2.8,2000,79.0,8.0,0,79.0,28.0,81.0,4.0,0,80.0,11.0,80.0,6.0,0,2000,4.0,79.0,80,80.0
3.0,0,100.0,2.0,14.0,99.0,99.0,3.3,2000,100.0,8.0,0,99.0,21.0,101.0,4.0,0,100.0,11.0,100.0,7.0,0,2000,5.0,99.0,100,100.0
4.0,0,120.0,2.0,15.0,119.0,119.0,3.9,2000,119.0,10.0,0,119.0,23.0,121.0,5.0,0,120.0,12.0,119.9,8.0,0,2000,6.0,119.0,120,120.0
4.0,0,140.0,3.0,14.0,140.0,140.0,4.3,2000,140.0,10.0,0,140.0,22.0,141.0,5.0,0,140.0,12.0,139.9,8.0,0,2000,6.0,139.0,140,140.0
5.0,0,160.0,3.0,16.0,159.0,159.0,4.6,2000,160.0,11.0,0,159.0,28.0,161.0,6.0,0,160.0,14.0,160.0,8.0,0,2000,6.0,159.0,160,160.0
5.0,0,183.0,4.0,27.0,179.0,180.0,5.6,2000,181.0,14.0,0,180.0,58.0,184.0,7.0,0,183.0,20.0,179.7,11.0,0,2000,7.0,179.0,180,183.0
6.0,0,206.0,4.0,241.0,199.0,200.0,14.8,1969,206.0,21.0,0,201.0,912.0,207.0,7.0,0,206.0,165.0,196.9,12.0,0,1967,8.0,198.0,200,206.0
6.0,0,223.0,4.0,19.0,219.0,220.0,5.9,2000,223.0,13.0,0,220.0,28.0,224.0,7.0,0,223.0,17.0,219.8,11.0,0,2000,8.0,219.0,220,223.0
6.0,0,241.0,4.0,17.0,239.0,239.0,5.9,2000,241.0,13.0,0,240.0,25.0,242.0,7.0,0,241.0,16.0,240.0,11.0,0,2000,8.0,239.0,240,241.0
7.0,0,261.0,5.0,20.0,259.0,260.0,6.6,2000,261.0,15.0,0,260.0,29.0,262.0,8.0,0,261.0,18.0,259.7,12.0,0,2000,9.0,259.0,260,261.0
7.0,0,282.0,5.0,22.0,281.0,281.0,7.1,2000,282.0,16.0,0,281.0,37.0,283.0,9.0,0,282.0,20.0,280.1,13.0,0,2000,10.0,279.0,280,282.0
9.0,0,304.0,6.0,25.0,299.0,299.0,8.4,2000,304.0,19.0,0,299.0,35.0,305.0,10.0,0,304.0,22.0,299.5,15.0,0,2000,11.0,298.0,300,304.0
11.0,0,320.0,8.0,95.0,317.0,318.0,13.5,2000,320.0,40.0,0,318.0,243.0,321.0,13.0,0,320.0,71.0,317.1,22.0,0,2000,15.0,317.0,320,320.0
15.0,0,346.0,10.0,104.0,342.0,342.0,18.1,1993,346.0,58.0,0,342.0,244.0,347.0,19.0,0,346.0,83.0,332.5,43.0,0,1993,24.0,333.0,340,346.0
21.0,0,372.0,13.0,159.0,359.0,359.0,25.3,1983,372.0,82.0,0,359.0,574.0,373.0,28.0,0,372.0,114.0,355.4,58.0,0,1983,34.0,355.0,360,372.0
27.0,0,375.0,16.0,393.0,371.0,373.0,43.6,1961,375.0,159.0,0,373.0,647.0,376.0,47.0,0,375.0,289.0,314.0,103.0,0,1960,62.0,342.0,380,375.0
95.0,0,349.0,73.0,601.0,338.0,338.0,105.3,1650,349.0,337.0,0,338.0,826.0,350.0,113.0,0,349.0,528.0,275.1,288.0,0,1601,131.0,312.0,400,349.0
62.0,0,373.0,43.0,586.0,372.0,372.0,80.7,1818,373.0,313.0,0,372.0,987.0,374.0,74.0,0,373.0,405.0,328.0,266.0,0,1817,85.0,369.0,420,373.0
203.0,0,306.0,135.0,887.0,273.0,273.0,206.3,1333,306.0,700.0,0,273.0,975.0,307.0,317.0,0,306.0,837.0,243.2,519.0,0,1251,342.0,226.0,440,306.0
167.0,0,321.0,98.0,895.0,321.0,321.0,178.4,1467,321.0,608.0,0,321.0,988.0,322.0,274.0,0,321.0,774.0,273.3,401.0,0,1405,317.0,318.0,460,321.0
253.0,0,295.0,154.0,881.0,220.0,220.0,233.6,1211,295.0,678.0,0,220.0,945.0,296.0,369.0,0,295.0,839.0,234.6,528.0,0,1115,391.0,220.0,480,295.0
183.0,0,380.0,111.0,765.0,309.0,309.0,184.4,1385,380.0,616.0,0,380.0,962.0,381.0,286.0,0,380.0,726.0,277.3,432.0,0,1329,340.0,271.0,500,380.0
163.0,0,351.0,112.0,926.0,282.0,282.0,184.4,1090,351.0,751.0,0,351.0,999.0,352.0,286.0,0,351.0,858.0,225.0,415.0,0,965,328.0,140.0,520,351.0
347.0,0,263.0,178.0,875.0,243.0,243.0,262.6,1081,263.0,777.0,0,263.0,976.0,264.0,392.0,0,263.0,852.0,229.9,652.0,0,966,419.0,191.0,540,263.0
185.0,0,380.0,132.0,871.0,244.0,244.0,209.5,1225,380.0,764.0,0,380.0,986.0,381.0,340.0,0,380.0,838.0,268.6,489.0,0,1129,380.0,228.0,560,380.0
337.0,0,301.0,174.0,904.0,240.0,240.0,255.4,1086,301.0,792.0,0,301.0,996.0,302.0,395.0,0,301.0,855.0,244.1,625.0,0,976,420.0,188.0,580,301.0
303.0,0,350.0,161.0,976.0,263.0,263.0,253.0,1170,350.0,809.0,0,350.0,992.0,351.0,385.0,0,350.0,893.0,270.2,664.0,0,1060,422.0,218.0,600,350.0
338.0,0,315.0,153.0,898.0,267.0,267.0,250.9,1096,315.0,784.0,0,315.0,997.0,316.0,378.0,0,315.0,849.0,259.5,627.0,0,1007,397.0,227.0,620,315.0
295.0,0,351.0,172.0,898.0,229.0,229.0,249.9,1021,351.0,789.0,0,351.0,990.0,351.0,395.0,0,351.0,881.0,247.7,673.0,0,901,425.0,188.0,640,351.0
332.0,0,299.0,174.0,914.0,238.0,238.0,251.2,984,299.0,791.0,0,299.0,990.0,300.0,369.0,0,299.0,862.0,244.2,627.0,0,867,396.0,208.0,660,299.0
225.0,0,404.0,132.0,823.0,257.0,404.0,212.3,1104,404.0,730.0,0,404.0,965.0,405.0,322.0,0,404.0,802.0,280.2,523.0,0,1012,374.0,257.0,680,404.0
296.0,0,377.0,147.0,946.0,261.0,377.0,242.7,1083,377.0,808.0,0,377.0,981.0,378.0,365.0,0,377.0,879.0,280.9,656.0,0,975,401.0,261.0,700,377.0
330.0,0,342.0,171.0,950.0,229.0,342.0,257.5,961,342.0,806.0,0,342.0,983.0,343.0,380.0,0,342.0,900.0,254.5,704.0,0,843,425.0,229.0,720,342.0
297.0,0,311.0,155.0,897.0,225.0,311.0,234.5,918,311.0,765.0,0,311.0,1000.0,312.0,382.0,0,311.0,852.0,248.0,615.0,0,800,410.0,225.0,740,311.0
346.0,0,298.0,198.0,931.0,221.0,298.0,281.0,859,298.0,855.0,0,298.0,987.0,299.0,409.0,0,298.0,907.0,236.6,761.0,0,717,445.0,221.0,760,298.0
345.0,0,301.0,221.0,947.0,158.0,301.0,288.6,764,301.0,888.0,0,301.0,975.0,302.0,447.0,0,301.0,928.0,214.4,762.0,0,606,483.0,158.0,780,301.0
263.0,0,333.0,151.0,940.0,150.0,333.0,238.0,824,333.0,798.0,0,333.0,996.0,334.0,403.0,0,333.0,877.0,233.6,657.0,0,666,425.0,150.0,800,333.0
345.0,0,341.0,221.0,976.0,164.0,341.0,292.1,858,341.0,881.0,0,341.0,999.0,342.0,410.0,0,341.0,963.0,249.2,735.0,0,674,512.0,164.0,820,341.0
354.0,0,321.0,177.0,972.0,147.0,321.0,282.5,743,321.0,863.0,0,321.0,999.0,322.0,413.0,0,321.0,946.0,218.7,743.0,0,578,488.0,147.0,840,321.0
396.0,0,239.0,232.0,992.0,131.0,239.0,313.3,677,239.0,870.0,0,239.0,1001.0,240.0,455.0,0,239.0,953.0,203.6,764.0,0,490,494.0,131.0,860,239.0
