,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,365.88750000000005,364.125,393.375,411.375,422.875,456.5,484.25,514.875,534.125,706.25
