,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,52.3125,14.875,31.75,56.375,77.375,163.125,216.875,281.75,314.125,444.875
