Response time 66%,Response status 4xx,Response rate 99%,Response time 50%,Response time 99%,Response rate 66%,Response rate 75%,Response time,Number of requests,Response rate 90%,Response time 95%,Response status 1xx,Response rate 80%,Response time 100%,Response rate 100%,Response time 75%,Response status 3xx,Response rate 98%,Response time 98%,Request rate,Response time 90%,Response status 5xx,Response status 2xx,Response time 80%,Response rate 50%,Rate,Response rate 95%
1.0,0,20.0,1.0,6.0,19.0,19.0,1.1,2000,20.0,3.0,0,19.0,11.0,21.0,1.0,0,20.0,5.0,20.0,1.0,0,2000,1.0,19.0,20,20.0
1.0,0,40.0,1.0,7.0,39.0,39.0,1.2,2000,39.0,4.0,0,39.0,16.0,40.0,1.0,0,40.0,5.0,40.0,2.0,0,2000,1.0,39.0,40,39.0
1.0,0,60.0,1.0,10.0,59.0,59.0,1.9,2000,59.0,6.0,0,59.0,17.0,60.0,1.0,0,60.0,8.0,60.0,4.0,0,2000,2.0,59.0,60,59.0
2.0,0,80.0,1.0,12.0,79.0,79.0,2.6,2000,79.0,7.0,0,79.0,22.0,80.0,3.0,0,80.0,10.0,80.0,6.0,0,2000,4.0,79.0,80,79.0
3.0,0,100.0,1.0,13.0,99.0,99.0,3.1,2000,100.0,8.0,0,99.0,20.0,101.0,4.0,0,100.0,11.0,100.0,7.0,0,2000,5.0,99.0,100,100.0
3.0,0,120.0,2.0,13.0,119.0,119.0,3.3,2000,120.0,8.0,0,119.0,19.0,121.0,4.0,0,120.0,11.0,120.0,7.0,0,2000,5.0,119.0,120,120.0
3.0,0,141.0,2.0,16.0,140.0,140.0,3.8,2000,141.0,10.0,0,140.0,31.0,142.0,4.0,0,141.0,13.0,140.0,8.0,0,2000,5.0,139.0,140,141.0
4.0,0,161.0,3.0,15.0,159.0,160.0,4.1,2000,160.0,10.0,0,160.0,22.0,162.0,5.0,0,161.0,13.0,160.0,8.0,0,2000,6.0,159.0,160,161.0
5.0,0,182.0,3.0,35.0,179.0,180.0,5.8,2000,180.0,16.0,0,180.0,53.0,183.0,7.0,0,182.0,24.0,180.0,11.0,0,2000,8.0,179.0,180,182.0
9.0,0,226.0,5.0,345.0,199.0,200.0,42.3,1962,201.0,239.0,0,200.0,697.0,227.0,17.0,0,226.0,288.0,196.0,147.0,0,1959,78.0,198.0,200,226.0
6.0,0,223.0,4.0,18.0,220.0,220.0,5.6,2000,223.0,13.0,0,220.0,27.0,224.0,7.0,0,223.0,15.0,220.0,10.0,0,2000,8.0,219.0,220,223.0
6.0,0,243.0,4.0,19.0,239.0,239.0,5.9,2000,243.0,14.0,0,240.0,33.0,244.0,7.0,0,243.0,17.0,239.6,11.0,0,2000,8.0,239.0,240,243.0
6.0,0,262.0,4.0,19.0,259.0,259.0,6.1,2000,262.0,14.0,0,259.0,26.0,263.0,7.0,0,262.0,17.0,259.9,11.0,0,2000,8.0,258.0,260,262.0
7.0,0,285.0,5.0,21.0,279.0,282.0,7.0,2000,285.0,16.0,0,282.0,30.0,286.0,9.0,0,285.0,18.0,279.7,13.0,0,2000,10.0,277.0,280,285.0
8.0,0,301.0,7.0,29.0,298.0,299.0,8.5,2000,301.0,19.0,0,299.0,51.0,302.0,10.0,0,301.0,26.0,299.8,16.0,0,2000,12.0,297.0,300,301.0
9.0,0,334.0,7.0,84.0,318.0,321.0,11.5,1998,334.0,27.0,0,321.0,313.0,335.0,11.0,0,334.0,64.0,318.6,18.0,0,1998,12.0,317.0,320,334.0
10.0,0,342.0,8.0,31.0,339.0,339.0,10.0,2000,342.0,22.0,0,339.0,46.0,343.0,12.0,0,342.0,26.0,339.1,17.0,0,2000,13.0,338.0,340,342.0
21.0,0,365.0,14.0,267.0,353.0,353.0,28.0,1980,365.0,89.0,0,353.0,608.0,366.0,30.0,0,365.0,121.0,332.0,64.0,0,1980,36.0,352.0,360,365.0
59.0,0,380.0,29.0,334.0,374.0,374.0,58.4,1913,380.0,208.0,0,374.0,991.0,381.0,73.0,0,380.0,313.0,336.5,112.0,0,1911,83.0,371.0,380,380.0
104.0,0,426.0,76.0,712.0,370.0,370.0,120.7,1714,426.0,380.0,0,370.0,997.0,427.0,135.0,0,426.0,616.0,300.8,308.0,0,1697,157.0,320.0,400,426.0
216.0,0,253.0,159.0,882.0,223.0,223.0,216.9,945,253.0,743.0,0,223.0,936.0,254.0,263.0,0,253.0,804.0,164.1,502.0,0,783,348.0,177.0,420,253.0
347.0,0,230.0,222.0,923.0,208.0,208.0,301.1,1049,230.0,793.0,0,208.0,1000.0,231.0,409.0,0,230.0,878.0,189.6,671.0,0,930,505.0,163.0,440,230.0
273.0,0,278.0,177.0,928.0,263.0,263.0,241.0,1126,278.0,743.0,0,263.0,981.0,279.0,342.0,0,278.0,860.0,210.7,552.0,0,1013,386.0,175.0,460,278.0
190.0,0,326.0,130.0,869.0,174.0,174.0,197.3,906,326.0,701.0,0,174.0,993.0,327.0,264.0,0,326.0,836.0,175.7,461.0,0,762,329.0,164.0,480,326.0
273.0,0,303.0,154.0,909.0,278.0,278.0,241.8,1208,303.0,801.0,0,303.0,969.0,304.0,355.0,0,303.0,871.0,241.9,589.0,0,1106,394.0,187.0,500,303.0
220.0,0,320.0,107.0,848.0,294.0,294.0,197.8,1200,320.0,687.0,0,320.0,991.0,321.0,292.0,0,320.0,793.0,246.2,473.0,0,1061,316.0,224.0,520,320.0
293.0,0,212.0,210.0,969.0,169.0,169.0,265.3,675,212.0,828.0,0,212.0,1000.0,213.0,387.0,0,212.0,954.0,143.7,601.0,0,572,420.0,146.0,540,212.0
268.0,0,318.0,136.0,952.0,240.0,240.0,237.1,1146,318.0,811.0,0,318.0,999.0,319.0,363.0,0,318.0,881.0,251.0,669.0,0,1035,387.0,220.0,560,318.0
295.0,0,273.0,159.0,923.0,253.0,253.0,259.4,1063,273.0,811.0,0,273.0,994.0,274.0,371.0,0,273.0,866.0,239.0,623.0,0,953,408.0,209.0,580,273.0
295.0,0,319.0,168.0,854.0,229.0,229.0,249.5,1053,319.0,747.0,0,319.0,970.0,320.0,386.0,0,319.0,840.0,243.0,655.0,0,921,413.0,190.0,600,319.0
312.0,0,292.0,169.0,949.0,203.0,203.0,270.8,1000,292.0,838.0,0,292.0,1000.0,293.0,401.0,0,292.0,919.0,236.8,692.0,0,848,444.0,172.0,620,292.0
267.0,0,344.0,155.0,916.0,235.0,235.0,229.0,998,344.0,724.0,0,344.0,1000.0,345.0,327.0,0,344.0,875.0,242.1,553.0,0,858,393.0,139.0,640,344.0
328.0,0,234.0,195.0,967.0,185.0,185.0,291.6,907,234.0,865.0,0,234.0,995.0,235.0,424.0,0,234.0,930.0,225.2,728.0,0,735,457.0,168.0,660,234.0
285.0,0,268.0,164.0,957.0,239.0,268.0,259.8,923,268.0,811.0,0,268.0,997.0,269.0,381.0,0,268.0,933.0,234.4,636.0,0,780,419.0,239.0,680,268.0
376.0,0,236.0,198.0,955.0,220.0,236.0,306.3,903,236.0,858.0,0,236.0,990.0,237.0,427.0,0,236.0,909.0,234.2,798.0,0,754,491.0,220.0,700,236.0
303.0,0,238.0,191.0,974.0,172.0,238.0,280.8,825,238.0,873.0,0,238.0,1000.0,239.0,399.0,0,238.0,941.0,218.5,696.0,0,636,431.0,172.0,720,238.0
371.0,0,221.0,196.0,950.0,184.0,221.0,312.2,807,221.0,863.0,0,221.0,1000.0,222.0,428.0,0,221.0,937.0,218.2,807.0,0,631,463.0,184.0,740,221.0
393.0,0,218.0,228.0,950.0,159.0,218.0,327.6,745,218.0,864.0,0,218.0,986.0,219.0,454.0,0,218.0,904.0,205.2,769.0,0,553,512.0,159.0,760,218.0
321.0,0,247.0,200.0,969.0,145.0,247.0,276.9,763,247.0,836.0,0,247.0,988.0,248.0,391.0,0,247.0,949.0,214.2,678.0,0,557,438.0,145.0,780,247.0
308.0,0,264.0,152.0,941.0,68.0,264.0,264.7,608,264.0,899.0,0,264.0,984.0,265.0,389.0,0,264.0,932.0,173.0,733.0,0,414,461.0,68.0,800,264.0
288.0,0,255.0,169.0,986.0,138.0,255.0,273.0,765,255.0,786.0,0,255.0,997.0,256.0,383.0,0,255.0,902.0,222.6,681.0,0,568,450.0,138.0,820,255.0
427.0,0,217.0,245.0,982.0,127.0,217.0,345.1,672,217.0,919.0,0,217.0,999.0,218.0,478.0,0,217.0,972.0,198.8,833.0,0,447,640.0,127.0,840,217.0
400.0,0,218.0,234.0,984.0,141.0,218.0,333.5,645,218.0,915.0,0,218.0,1000.0,219.0,463.0,0,218.0,964.0,194.0,847.0,0,460,503.0,141.0,860,218.0
373.0,0,228.0,199.0,977.0,118.0,228.0,309.2,666,228.0,876.0,0,228.0,991.0,229.0,416.0,0,228.0,948.0,203.6,755.0,0,466,486.0,118.0,880,228.0
387.0,0,218.0,251.0,968.0,107.0,218.0,331.8,622,218.0,845.0,0,218.0,996.0,219.0,512.0,0,218.0,933.0,192.9,722.0,0,416,584.0,107.0,900,218.0
397.0,0,174.0,275.0,995.0,98.0,174.0,343.8,592,174.0,922.0,0,174.0,999.0,175.0,440.0,0,174.0,965.0,186.6,780.0,0,348,543.0,98.0,920,174.0
416.0,0,207.0,287.0,982.0,111.0,207.0,361.7,629,207.0,900.0,0,207.0,1001.0,208.0,515.0,0,207.0,955.0,201.2,811.0,0,406,689.0,111.0,940,207.0
419.0,0,147.0,304.0,988.0,87.0,147.0,386.4,520,147.0,945.0,0,147.0,1000.0,148.0,552.0,0,147.0,977.0,167.7,869.0,0,305,648.0,87.0,960,147.0
417.0,0,173.0,319.0,973.0,96.0,173.0,363.7,538,173.0,847.0,0,173.0,982.0,174.0,566.0,0,173.0,940.0,176.8,759.0,0,348,627.0,96.0,980,173.0
368.0,0,189.0,241.0,961.0,109.0,189.0,326.8,559,189.0,873.0,0,189.0,988.0,190.0,458.0,0,189.0,943.0,185.2,749.0,0,362,487.0,109.0,1000,189.0
