11.11.11.112:ActiveConn,11.11.11.114:InActConn,11.11.11.112:InActConn,11.11.11.114:ActiveConn,11.11.11.113:ActiveConn,11.11.11.113:Weight,11.11.11.113:InActConn,11.11.11.112:Weight,11.11.11.114:Weight
0,0,0,0,0,99,0,74,87
0,0,0,0,0,99,0,99,87
0,0,0,0,0,98,0,99,87
0,0,0,0,0,98,0,99,99
0,0,0,0,0,98,0,99,99
0,0,0,0,0,98,0,99,99
0,0,0,0,0,98,0,99,99
0,0,0,0,0,98,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,98
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,62,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,6,0,99,56
0,0,0,0,0,6,0,99,99
0,0,0,0,0,6,0,99,99
0,0,0,0,0,6,0,99,99
0,0,0,0,0,6,0,99,99
0,0,0,0,0,6,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,56
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,6
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,99,99
0,0,0,0,0,99,0,49,99
0,0,0,0,0,99,0,49,99
0,0,0,0,0,99,0,49,99
0,0,0,0,0,99,0,49,99
0,0,0,0,0,99,0,49,99
0,0,0,0,0,99,0,49,97
0,0,0,0,0,99,0,49,97
1,1,0,1,1,99,0,99,97
1,0,0,2,1,74,0,99,97
1,0,0,2,1,74,0,99,97
0,1,1,1,0,74,1,99,97
0,2,1,0,0,74,1,99,97
0,2,2,0,0,74,1,99,12
1,2,1,0,1,74,1,78,12
2,2,1,1,2,74,2,78,12
2,2,2,1,2,24,2,78,12
2,3,2,0,1,24,3,78,12
2,3,2,0,0,24,4,78,41
1,3,3,0,0,24,4,78,41
1,3,4,1,0,24,4,1,41
1,3,4,1,0,99,5,1,41
0,4,5,0,4,99,4,1,41
0,4,5,0,4,99,4,1,41
0,4,5,1,4,99,4,1,99
0,4,5,1,4,99,4,1,99
0,5,5,0,2,99,6,1,99
0,5,5,0,2,99,6,90,99
1,5,6,1,2,99,6,90,99
2,5,5,1,1,99,7,90,99
2,5,5,1,1,99,9,90,99
2,6,5,2,2,3,8,90,99
2,7,5,2,2,3,8,90,54
0,6,7,3,0,3,10,90,54
0,6,7,3,0,3,10,90,54
0,8,7,1,0,3,10,6,54
1,8,7,1,0,3,10,6,54
1,9,7,2,0,3,10,6,54
1,9,7,2,4,96,10,6,54
1,11,8,0,4,96,10,6,5
1,11,8,0,4,96,10,6,5
1,11,8,0,3,96,11,6,5
0,11,9,0,2,96,12,6,5
1,11,9,0,1,96,13,88,5
1,11,9,2,0,1,14,88,5
5,13,10,0,0,1,14,88,5
4,13,11,0,0,1,14,88,49
4,13,11,0,0,1,14,88,49
4,13,11,0,0,1,14,1,49
4,13,11,1,0,1,14,1,49
4,13,11,1,2,62,14,1,49
2,13,13,3,3,62,14,1,49
1,14,14,3,2,62,15,1,98
0,14,15,4,2,62,15,1,98
0,15,15,3,0,62,17,1,98
0,15,15,3,0,1,17,1,98
2,17,15,2,0,1,17,1,1
2,18,15,1,0,1,17,1,1
2,18,15,1,2,1,17,1,1
2,18,16,2,2,1,17,99,1
2,19,17,1,1,1,18,99,1
2,19,17,1,0,49,19,99,1
1,20,18,0,0,49,19,99,39
1,20,19,0,0,49,19,99,39
1,20,19,0,2,49,19,99,39
1,21,19,0,2,49,19,1,39
0,20,20,3,2,99,21,1,39
0,21,20,2,2,99,21,1,99
0,23,20,0,0,99,23,1,99
0,23,20,0,0,99,23,99,99
1,23,20,0,0,99,23,99,99
1,23,20,1,1,99,23,99,99
1,23,21,1,1,93,23,99,99
3,24,21,1,1,93,24,99,99
2,24,22,1,1,93,24,99,98
0,25,24,0,0,93,25,1,98
0,25,24,1,0,93,25,1,98
0,25,24,1,2,99,25,1,98
0,26,24,2,3,99,25,1,98
0,26,24,3,2,99,27,1,98
0,26,24,3,2,99,27,1,6
0,26,24,3,1,99,28,1,6
0,27,24,2,1,99,28,99,6
0,27,25,2,1,99,28,99,6
3,29,24,0,0,99,29,99,6
3,29,24,0,0,77,29,99,6
3,29,24,0,4,77,29,99,6
2,29,25,1,4,77,29,99,50
0,29,27,1,3,77,30,99,50
0,29,27,1,3,77,30,1,50
0,30,27,0,1,77,32,1,50
0,30,27,3,0,1,33,1,50
0,31,27,5,0,1,33,1,92
0,31,27,7,0,1,33,1,92
0,31,27,7,0,1,33,99,92
0,32,27,6,0,99,33,99,92
1,32,27,6,0,99,33,99,92
1,35,27,3,2,99,33,99,1
4,37,27,1,3,99,33,99,1
4,38,27,0,2,99,35,99,1
4,38,27,0,2,99,35,99,1
2,38,29,0,1,3,36,99,1
1,38,30,0,0,3,37,99,1
2,38,30,0,0,3,37,99,74
1,38,31,2,0,3,37,99,74
2,38,31,2,0,3,37,99,74
4,39,31,2,0,3,37,1,74
3,39,32,3,0,3,37,1,74
3,40,32,2,0,99,37,1,74
2,41,33,1,0,99,37,1,74
1,42,34,0,1,99,37,1,1
0,42,35,0,3,99,37,1,1
0,42,35,0,6,99,38,1,1
0,42,35,0,7,6,38,1,1
0,42,35,0,7,6,38,1,1
0,42,35,0,6,6,39,1,96
0,42,35,0,6,6,39,1,96
0,42,35,3,6,6,39,1,96
2,42,37,3,5,6,40,99,96
4,42,35,3,5,6,40,99,96
4,43,35,3,0,1,45,99,96
4,43,35,3,0,1,45,99,96
4,43,35,3,0,1,45,99,96
5,46,37,0,0,1,45,99,1
6,46,39,0,0,1,45,99,1
7,46,39,0,0,1,45,1,1
7,46,39,0,1,1,45,1,1
7,46,39,0,1,62,45,1,1
7,46,39,0,0,62,46,1,1
7,46,39,0,0,62,46,1,99
5,46,41,1,2,62,46,1,99
3,47,43,4,1,99,47,1,99
0,47,46,4,2,99,47,1,99
0,47,46,4,1,99,48,1,99
0,49,46,2,1,99,48,1,44
0,51,46,0,0,99,49,1,44
2,51,46,0,1,99,49,89,44
2,51,46,1,1,73,49,89,44
3,51,46,1,2,73,50,89,44
2,52,48,0,2,73,50,89,44
1,52,49,0,0,73,52,89,99
1,52,49,0,0,73,52,89,99
1,52,49,0,0,73,52,1,99
0,52,50,3,2,94,53,1,99
0,53,50,3,3,94,52,1,99
0,55,50,2,3,94,52,1,6
0,57,50,0,1,94,54,1,6
0,57,50,0,0,94,55,99,6
2,57,50,0,1,94,55,99,6
2,57,50,0,1,94,55,99,6
3,57,51,0,3,94,55,99,6
3,57,52,0,2,50,56,99,6
3,57,52,0,2,50,56,99,6
0,57,55,0,0,50,58,99,6
1,57,55,0,0,50,58,99,99
1,57,55,2,0,50,58,50,99
1,57,55,2,1,50,58,50,99
2,57,55,3,2,50,58,50,99
1,59,56,2,2,74,58,50,99
1,59,56,2,2,74,58,50,99
0,61,57,0,0,74,60,50,99
0,61,57,0,0,74,60,50,1
2,61,57,0,1,74,60,99,1
3,61,57,0,3,74,61,99,1
3,61,57,0,3,99,61,99,1
3,61,58,0,3,99,61,99,1
2,61,59,0,0,99,64,99,99
0,61,61,0,0,99,64,99,99
2,61,61,1,0,99,64,1,99
2,61,61,1,0,99,64,1,99
2,63,61,1,1,99,64,1,99
2,62,61,3,2,99,64,1,99
1,62,62,3,2,78,64,1,99
0,63,63,2,2,78,64,1,99
0,63,63,0,0,78,66,1,99
0,63,62,0,0,78,65,1,1
0,63,62,0,3,78,65,1,1
0,63,62,0,3,78,65,99,1
3,63,62,0,3,78,65,99,1
4,63,62,0,2,78,66,99,1
4,63,62,0,3,78,66,99,1
4,62,61,0,1,1,66,99,1
3,62,61,0,1,1,66,99,99
3,62,61,0,0,1,67,99,99
0,62,63,3,0,1,66,1,99
0,62,63,6,0,94,66,1,99
0,63,62,5,2,94,66,1,99
0,64,62,3,2,94,66,1,99
0,65,62,2,0,94,68,1,1
0,66,62,1,0,94,67,1,1
0,65,62,1,3,94,67,1,1
0,66,62,0,3,94,66,99,1
2,66,62,0,3,94,65,99,1
4,66,62,0,2,94,65,99,1
5,65,61,0,1,12,65,99,1
5,65,61,0,0,12,66,99,50
5,65,60,0,0,12,65,99,50
2,62,63,1,2,12,65,1,50
0,62,65,1,2,12,65,1,50
0,63,65,1,4,99,65,1,50
0,63,65,2,4,99,66,1,99
0,63,64,0,4,99,66,1,99
0,63,64,0,3,99,66,98,99
0,63,64,0,3,99,66,98,99
0,63,64,0,0,1,69,98,99
2,63,63,1,0,1,68,98,99
2,64,63,2,0,1,66,98,99
2,64,64,3,0,1,66,98,99
2,64,64,3,0,1,66,98,99
1,64,65,3,0,1,66,99,99
1,64,64,2,0,1,66,99,99
1,65,63,1,0,99,66,99,99
0,66,64,0,0,99,66,99,99
1,66,64,0,2,99,66,99,1
1,66,64,0,2,99,66,99,1
1,66,64,0,5,99,66,1,1
0,65,62,0,6,99,65,1,1
0,65,62,0,6,49,66,1,1
0,65,62,0,6,49,65,1,1
0,65,62,0,6,49,65,1,97
0,65,61,0,6,49,64,1,97
0,62,61,0,6,49,64,1,97
1,62,61,2,5,49,65,96,97
2,62,61,3,5,1,65,96,97
3,60,61,4,5,1,65,96,12
3,63,61,1,4,1,66,96,12
2,63,61,1,0,1,69,1,12
1,63,61,1,0,1,68,1,12
1,64,60,0,0,1,68,1,12
1,64,60,0,0,1,68,1,12
0,63,61,3,0,1,68,1,12
0,64,61,6,0,1,68,1,99
0,63,61,7,0,1,67,98,99
1,63,61,7,0,1,67,98,99
1,61,60,7,0,1,65,98,99
0,61,61,7,0,99,64,98,99
1,61,61,6,2,99,64,98,1
3,63,61,4,3,99,64,77,1
3,63,61,3,2,49,65,77,1
2,66,61,0,1,49,66,77,1
1,66,61,0,0,49,67,77,1
1,65,62,0,0,49,66,77,1
1,65,61,0,2,49,66,77,1
1,65,61,0,6,49,66,1,1
0,65,62,0,5,28,66,1,1
0,64,62,0,5,28,67,1,1
0,64,62,0,5,28,66,1,1
0,64,62,0,5,28,66,1,98
0,63,62,0,5,28,65,1,98
0,63,62,0,5,28,65,99,98
1,62,62,2,1,28,68,99,98
2,61,63,3,1,1,69,99,98
3,62,62,2,1,1,69,99,98
3,63,61,1,0,1,69,99,6
2,63,62,1,0,1,69,99,6
1,63,62,0,0,1,68,1,6
0,63,63,1,0,1,68,1,6
0,63,63,3,0,99,66,1,6
0,64,63,2,4,99,66,1,6
0,63,63,2,5,99,66,1,12
0,64,63,0,4,99,67,1,12
0,64,63,0,4,99,67,99,12
0,64,63,0,4,1,67,99,12
3,63,63,0,3,1,68,99,12
3,60,63,4,0,1,70,99,99
2,58,64,5,0,93,68,12,99
0,60,65,3,0,93,68,12,99
0,61,64,2,0,93,68,12,1
1,62,63,1,2,93,67,96,1
4,62,61,0,3,93,67,96,1
5,62,61,0,2,24,68,96,1
5,61,61,0,1,24,69,96,99
3,60,63,0,0,24,70,1,99
1,59,63,1,1,24,70,1,99
1,59,63,2,1,92,70,1,99
0,61,64,2,2,92,70,1,99
0,61,63,3,2,92,70,1,99
0,61,63,3,2,92,69,1,99
0,62,63,2,1,92,70,1,99
0,63,63,1,1,92,70,1,99
0,64,63,0,0,92,71,96,99
2,64,63,1,0,92,71,96,99
2,64,63,1,0,1,71,96,99
2,64,63,3,0,1,71,96,99
3,65,64,2,0,1,69,96,99
3,67,65,0,0,1,66,96,23
1,67,67,0,0,1,66,96,23
1,66,67,0,0,1,66,96,23
0,65,67,0,0,1,65,1,23
0,63,64,3,0,99,65,1,23
0,63,64,3,3,99,66,1,23
0,63,64,3,4,99,65,1,12
0,64,64,2,4,99,66,1,12
0,65,64,1,4,99,66,1,12
0,66,64,0,3,99,67,99,12
0,66,63,0,2,1,67,99,12
1,66,65,0,0,1,69,99,12
3,66,62,0,0,1,69,99,12
4,66,60,1,0,1,69,99,12
4,66,59,2,0,1,68,99,99
4,65,59,3,0,1,68,3,99
3,65,59,3,0,1,67,3,99
1,64,61,1,0,99,67,3,99
1,64,61,1,0,99,67,3,99
0,64,62,2,1,99,66,3,1
0,65,62,1,4,99,67,93,1
1,66,61,0,4,99,65,93,1
0,65,60,0,2,15,66,93,1
2,65,59,0,0,15,68,93,1
2,66,59,1,1,15,68,93,99
1,65,61,3,0,15,69,1,99
0,64,62,3,1,15,69,1,99
0,64,62,2,1,15,69,1,99
0,63,62,1,0,78,69,1,99
0,63,62,1,2,78,67,1,50
0,64,61,2,4,78,67,1,50
0,65,60,1,4,78,67,97,50
0,66,59,0,3,78,67,97,50
0,66,59,0,1,1,69,97,50
0,66,59,0,1,1,68,97,50
1,66,57,2,0,1,69,97,50
3,66,59,2,0,1,69,97,96
4,67,57,1,0,1,69,97,96
4,65,56,1,0,1,68,15,96
4,66,56,0,0,1,68,15,96
4,66,56,0,0,99,67,15,96
0,65,60,2,1,99,67,15,87
1,66,59,2,2,99,68,1,87
1,66,59,2,3,75,67,1,87
0,68,60,0,3,75,66,1,87
0,68,58,0,1,75,68,1,1
0,68,58,0,1,75,66,1,1
0,68,57,0,3,75,67,99,1
3,67,57,0,3,75,67,99,1
4,67,57,0,2,1,68,99,1
5,66,56,0,2,1,68,99,99
4,66,56,0,1,1,68,99,99
3,65,57,0,0,1,69,99,99
2,65,58,0,0,1,68,1,99
1,64,59,3,0,1,68,1,99
0,64,60,3,3,88,68,1,99
0,66,60,2,4,88,68,1,11
0,67,60,1,4,88,65,1,11
0,68,60,0,3,88,66,87,11
0,68,59,0,3,88,66,87,11
2,68,58,0,1,1,67,87,11
2,68,56,1,0,1,68,87,98
3,67,56,4,0,1,68,87,98
3,67,57,4,0,1,68,49,98
2,66,58,4,0,1,68,49,98
1,66,59,2,0,1,67,49,98
1,66,59,2,0,1,67,49,98
1,66,59,1,0,99,66,49,98
1,66,60,1,1,99,66,49,98
1,66,60,1,1,99,66,49,98
1,66,60,3,2,99,66,49,98
1,66,60,3,3,99,66,49,1
0,68,61,1,1,99,66,50,1
0,69,60,0,0,1,67,50,1
5,69,56,0,0,1,67,50,2
6,69,57,0,0,1,66,50,2
6,69,57,0,0,1,66,50,2
6,67,58,0,0,1,66,24,2
5,67,59,0,0,1,65,24,2
5,66,59,0,0,99,64,24,2
5,66,59,0,0,99,63,24,99
4,66,60,0,0,99,63,24,99
1,66,64,2,3,99,62,24,99
1,66,64,3,3,99,62,24,99
1,64,63,3,3,99,63,1,99
0,64,63,2,1,99,65,1,99
0,65,63,0,0,18,66,1,99
0,64,63,0,0,18,66,1,99
0,64,63,2,1,18,66,1,99
0,64,62,2,1,18,66,1,99
0,65,61,1,4,18,67,1,1
0,66,61,0,5,18,67,99,1
0,66,61,0,5,18,67,99,1
0,66,61,0,4,1,67,99,1
0,66,61,0,3,1,68,99,1
2,66,62,0,3,1,68,99,1
3,66,61,0,0,1,70,99,93
3,66,62,2,0,1,70,99,93
1,66,64,4,0,1,69,49,93
1,64,61,3,0,99,68,49,93
0,63,62,3,0,99,65,49,93
0,63,62,3,0,99,65,49,1
1,64,61,2,2,99,65,49,1
2,66,62,0,2,12,67,77,1
1,66,64,0,0,12,69,77,50
1,66,64,0,0,12,69,77,50
0,64,64,2,1,12,69,1,50
0,63,64,4,1,12,69,1,50
0,64,63,3,2,99,69,1,50
0,64,63,1,3,99,68,1,24
0,63,63,1,2,99,69,1,24
0,63,61,0,0,99,69,99,24
1,63,61,0,2,99,69,99,24
1,63,60,0,2,99,69,99,24
3,63,61,1,1,50,70,99,24
3,63,61,1,1,50,70,99,99
2,64,61,0,1,50,69,99,99
0,64,63,0,0,50,70,99,99
0,64,63,1,0,50,68,1,99
0,64,63,1,2,84,67,1,99
0,65,62,2,3,84,66,1,99
0,65,62,3,2,84,66,1,49
0,66,62,2,1,84,67,1,49
0,64,62,2,1,84,67,99,49
0,65,62,1,1,84,67,99,49
0,65,60,0,0,84,68,99,49
1,65,59,0,2,75,68,99,49
1,65,59,0,2,75,68,99,49
2,65,59,2,2,75,68,99,73
2,65,60,2,1,75,69,99,73
2,66,60,1,1,75,70,99,73
1,65,61,0,1,75,70,12,73
1,64,61,0,1,75,69,12,73
0,64,62,0,0,75,70,12,73
0,64,62,0,0,23,70,12,73
0,64,62,1,2,23,70,12,73
1,64,62,2,2,23,69,12,73
1,65,62,3,1,23,68,12,99
1,65,62,4,1,23,67,99,99
0,64,62,4,0,23,68,99,99
0,65,60,3,0,23,68,99,99
0,66,60,1,0,50,68,99,99
1,66,60,0,1,50,68,99,1
2,65,60,0,1,50,68,99,1
4,64,61,0,2,50,68,99,1
4,64,61,0,2,50,69,24,1
2,64,63,0,1,5,68,24,1
2,64,62,0,1,5,68,24,1
2,64,60,0,1,5,68,24,97
2,64,60,4,1,5,68,24,97
0,63,62,4,0,5,69,24,97
1,63,62,4,0,5,69,10,97
1,61,62,4,0,5,69,10,97
1,61,62,4,0,5,69,10,97
0,62,63,3,0,99,67,10,97
0,62,63,2,0,99,66,10,97
0,63,63,0,1,99,68,10,1
0,63,63,0,3,99,66,10,1
1,63,63,0,3,99,66,10,1
2,62,62,0,3,99,68,99,1
3,60,61,0,2,3,69,99,1
1,60,63,0,1,3,70,99,1
1,60,63,0,1,3,70,99,1
1,60,60,0,1,3,70,99,1
1,60,61,0,1,3,70,99,99
1,60,61,2,0,3,71,99,99
3,60,61,4,0,3,71,99,99
3,60,62,4,0,3,71,98,99
3,61,62,3,0,3,71,98,99
2,59,63,3,0,98,70,98,99
2,60,63,2,0,98,69,98,99
1,61,64,0,0,98,69,98,99
0,61,65,0,0,98,68,98,1
1,61,65,0,2,98,66,75,1
3,61,65,0,3,98,66,75,1
3,61,64,0,3,98,67,75,1
2,61,66,0,3,98,67,75,1
3,61,65,0,3,98,67,75,1
3,61,65,0,2,98,68,75,1
1,61,66,0,1,12,69,75,1
1,60,65,0,1,12,69,75,1
1,59,64,0,1,12,69,75,1
2,59,64,2,0,12,71,75,97
2,58,65,3,1,12,69,93,97
3,58,65,1,0,97,70,93,97
1,59,67,0,0,97,69,93,1
0,59,67,0,2,97,67,1,1
0,59,67,0,3,97,66,1,1
0,59,67,0,5,99,66,1,1
0,59,66,0,8,99,65,1,1
0,59,65,0,8,99,65,1,1
0,59,65,0,7,99,66,1,98
0,59,65,0,7,99,65,1,98
0,58,64,0,5,99,67,1,98
0,57,64,0,4,99,68,99,98
1,56,64,1,4,99,68,99,98
1,56,64,2,4,99,68,99,98
1,56,65,2,3,1,69,99,98
2,58,65,2,0,1,72,99,47
1,57,66,3,0,1,72,99,47
1,56,66,3,0,1,71,99,47
0,57,67,2,0,1,71,2,47
0,58,67,1,0,1,70,2,47
0,58,67,3,0,99,68,2,47
0,58,67,3,0,99,67,2,47
0,58,67,3,4,99,67,2,1
0,59,67,2,4,99,67,2,1
0,58,67,2,5,99,67,2,1
0,59,67,0,5,99,67,99,1
0,59,66,0,5,99,67,99,1
0,59,66,0,5,1,67,99,1
0,59,66,0,5,1,67,99,1
3,58,65,0,1,1,71,99,1
3,58,63,0,0,1,72,99,98
4,58,62,3,0,1,72,99,98
3,58,63,4,0,1,72,6,98
2,58,64,4,0,1,71,6,98
1,57,65,4,0,99,71,6,98
1,57,65,4,0,99,70,6,98
0,55,65,4,0,99,70,6,1
0,56,65,3,1,99,70,6,1
0,57,65,2,3,99,68,6,1
1,59,66,0,3,99,68,50,1
2,59,65,0,5,99,68,50,1
3,59,65,0,3,99,70,50,1
2,59,66,0,3,99,70,50,1
1,59,65,0,2,99,68,50,1
0,59,65,0,1,99,70,50,1
2,59,64,0,1,99,70,50,74
1,59,64,2,2,99,71,96,74
1,57,65,1,0,3,73,96,74
0,58,66,0,0,3,72,96,74
0,57,66,0,0,3,72,96,3
3,57,66,0,0,3,70,96,3
3,57,66,0,0,3,69,96,3
6,57,67,0,0,3,69,93,3
7,57,66,0,0,3,69,93,3
5,57,68,1,0,99,69,93,3
5,57,66,1,0,99,69,93,3
5,57,66,0,0,99,69,93,99
5,55,65,0,0,99,69,93,99
5,54,64,2,1,99,69,1,99
3,54,66,2,1,99,69,1,99
1,54,68,3,3,99,70,1,99
0,55,69,2,3,62,70,1,99
0,56,69,2,3,62,68,1,99
0,56,69,2,1,62,70,1,99
0,57,68,1,1,62,68,1,1
0,54,68,1,0,62,69,1,1
0,55,68,0,0,62,69,1,1
1,55,68,0,1,62,69,99,1
2,55,68,0,1,62,69,99,1
