,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,18.125,14.0,16.375,18.0,19.125,23.5,28.5,37.125,97.375,425.625
