Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,0.9,2000,2000
0,0,0,40.0,40,0,1.6,1991,1998
0,0,0,56.1,60,0,7.2,1935,1974
0,0,0,77.1,80,0,5.2,1995,2000
0,0,0,92.1,100,0,8.3,1937,1978
0,0,0,107.5,120,0,7.4,1969,1991
0,0,0,123.4,140,0,10.5,1980,1997
0,0,0,140.3,160,0,33.4,1927,1960
0,0,0,165.3,180,0,14.3,1996,2000
0,0,0,162.3,200,0,13.0,1890,1940
0,0,0,176.3,220,0,6.2,1903,1954
0,0,0,196.0,240,0,6.5,1897,1940
0,0,0,200.4,260,0,10.5,1832,1885
0,0,0,211.2,280,0,13.8,1845,1896
0,0,0,220.4,300,0,16.8,1831,1883
0,0,0,217.6,320,0,48.3,1736,1788
0,0,0,246.1,340,0,26.4,1797,1837
0,0,0,256.9,360,0,32.0,1773,1816
0,0,0,252.5,380,0,30.7,1765,1822
0,0,0,282.2,400,0,35.6,1742,1788
0,0,0,311.1,420,0,31.3,1770,1812
0,0,0,313.9,440,0,31.3,1754,1806
0,0,0,296.6,460,0,107.8,1558,1596
0,0,0,267.0,480,0,98.8,1586,1626
0,0,0,275.9,500,0,108.5,1470,1528
0,0,0,259.1,520,0,210.6,1135,1263
0,0,0,291.5,540,0,165.1,1322,1375
0,0,0,294.6,560,0,148.1,1299,1352
0,0,0,274.6,580,0,169.8,1270,1331
0,0,0,296.1,600,0,195.0,1210,1286
0,0,0,246.9,620,0,215.6,966,1052
0,0,0,258.4,640,0,251.0,969,1070
0,0,0,243.0,660,0,270.0,889,983
0,0,0,236.0,680,0,264.1,827,934
0,0,0,250.3,700,0,255.6,859,966
0,0,0,229.8,720,0,286.9,746,870
0,0,0,239.4,740,0,287.9,778,891
0,0,0,226.7,760,0,281.4,701,823
0,0,0,192.8,780,0,344.8,576,687
0,0,0,98.2,800,0,284.0,203,346
0,0,0,208.1,820,0,338.0,514,721
0,0,0,172.1,840,0,382.7,420,584
0,0,0,184.6,860,0,370.5,428,616
0,0,0,192.6,880,0,357.6,446,632
0,0,0,202.8,900,0,350.1,422,660
0,0,0,162.7,920,0,392.4,351,520
0,0,0,187.4,940,0,346.9,425,586
0,0,0,174.8,960,0,386.3,341,541
0,0,0,179.9,980,0,403.4,374,549
0,0,0,249.3,1000,0,351.2,540,755
