       eth0       
 Kbps in  Kbps out
  474.00      0.00
  628.54      6.66
  561.95      0.00
  723.51      0.00
  761.34      0.00
  717.53      0.00
  917.71      0.00
  856.03      0.00
  737.85      0.00
  811.88      0.00
  638.76      0.00
  749.40      0.00
  730.69      0.00
  580.66      0.00
  912.58      0.00
  771.68      0.00
  879.13      0.00
  713.98      0.00
  669.39      0.00
  649.10      0.00
  945.59      0.00
  713.91      0.52
  645.92      0.00
  652.28      0.00
  824.19      0.00
  693.28      0.00
  660.64      0.00
  916.94      0.00
  768.09      0.00
  608.10      0.00
  752.57      0.00
  909.38      0.00
  800.33      0.00
  706.01      0.00
  493.49      0.00
