       eth0       
 Kbps in  Kbps out
  178.30      0.00
  189.61      6.66
  181.48      0.00
  210.53      0.00
  207.75      0.00
  198.59      0.00
  182.28      0.00
  180.29      0.00
  202.97      0.00
  174.71      0.00
  163.97      0.00
  240.38      0.00
  205.36      0.00
  204.96      0.00
  200.18      0.00
  198.59      0.00
  206.56      0.00
  236.40      0.00
  182.67      0.00
  159.19      0.00
  161.18      0.00
  184.66      0.00
  159.59      0.00
  197.40      0.00
  154.02      0.00
  167.15      0.00
  179.89      0.00
  199.79      0.00
  179.82      0.52
  189.84      0.00
  200.98      0.00
  187.85      0.00
  178.29      0.00
  169.14      0.00
  164.77      0.00
