       eth0       
 Kbps in  Kbps out
 1420.02      0.00
 1397.55      7.18
 1101.21      0.00
 1226.97      0.00
 1766.64      0.00
 1400.09      0.00
 1597.11      0.00
 1280.32      0.00
 1597.90      0.00
 1201.53      0.00
 1450.27      0.00
  846.91      0.00
 2018.95      0.00
 1479.71      0.00
 1258.01      0.00
 1700.56      0.00
 1699.79      0.00
 1139.03      0.00
 1435.54      0.00
 1802.04      0.00
 1723.65      0.00
 1136.63      0.00
 1492.07      0.00
 1398.46      0.00
 1316.94      0.00
 1271.13      0.00
 1857.78      0.00
 1430.72      0.00
 1566.85      0.00
 1583.87      0.00
 1456.20      0.00
 1334.00      0.00
 1686.53      0.52
 1612.59      0.00
 1372.64      0.00
