       eth0       
 Kbps in  Kbps out
26009.96      0.00
26848.55      6.66
26829.09      0.00
24297.89      0.00
26551.94      0.00
26790.57      0.00
27482.33      0.00
27398.77      0.00
28185.35      0.00
28237.37      0.00
25420.33      0.00
27567.93      0.00
27669.15      0.00
25378.09      0.00
25064.89      0.00
27802.94      0.00
26490.38      0.00
25145.07      0.00
27406.95      0.00
28291.56      0.00
28215.20      0.00
28206.99      0.00
26921.37      0.00
25513.54      0.00
28309.84      0.00
27101.23      0.00
26721.11      0.00
26643.48      0.00
25486.20      0.00
27414.88      0.00
27566.84      0.00
28281.58      0.00
23508.86      0.00
28313.02      0.00
23515.25      0.00
24603.11      0.00
28244.74      0.00
28070.74      0.00
24898.26      0.00
28348.41      0.00
28260.12      0.00
