       eth0       
 Kbps in  Kbps out
67655.59      0.00
70006.53      6.66
77542.21      0.00
75468.29      0.00
75381.25      0.00
77760.83      0.00
72800.13      0.00
72852.35      0.00
74234.81      0.00
76680.21      0.00
76732.36      0.00
75717.48      0.00
74138.25      0.00
76675.27      0.00
75420.58      0.00
75822.02      0.00
74915.53      0.00
76917.20      0.00
75556.61      0.00
71106.70      0.00
70445.35      0.00
70994.02      0.00
72063.58      0.00
67594.12      0.00
76721.28      0.00
74687.55      0.00
74703.85      0.00
65031.86      0.00
77901.24      0.00
77764.81      0.00
78185.00      0.00
78068.40      0.00
62516.63      0.00
54193.76      0.00
