       eth0       
 Kbps in  Kbps out
  101.49      0.00
  109.61      6.66
  102.28      0.00
   92.32      0.00
  117.40      0.00
  135.71      0.00
   99.49      0.00
  101.09      0.00
   75.22      0.00
  106.66      0.00
   95.45      0.52
  107.85      0.00
  105.47      0.00
  117.01      0.00
   87.95      0.00
   99.89      0.00
  109.84      0.00
   91.13      0.00
  144.07      0.00
   82.38      0.00
  115.02      0.00
  109.05      0.00
   90.74      0.00
  133.72      0.00
   96.71      0.00
   73.63      0.00
  119.79      0.00
  117.40      0.00
   93.13      0.00
  118.20      0.00
   87.88      0.33
  101.88      0.00
   99.89      0.00
   85.96      0.00
  110.64      0.00
  123.77      0.00
