       eth0       
 Kbps in  Kbps out
70097.84      0.00
78971.15      6.66
81110.75      0.00
82154.80      0.00
76748.71      0.00
75522.95      0.00
79398.32      0.00
75986.92      0.00
77070.89      0.00
79117.26      0.00
78532.16      0.00
79892.30      0.00
73918.98      0.00
73032.82      0.00
72240.32      0.00
72799.33      0.00
64293.93      0.00
76031.13      0.00
73138.99      0.00
78721.50      0.00
80160.31      0.00
78274.79      0.00
80426.22      0.00
80565.05      0.00
80382.31      0.00
79699.12      0.00
74838.42      0.00
80802.74      0.00
78570.86      0.00
82387.12      0.00
72731.11      0.00
69932.68      0.00
69134.06      0.00
64050.76      0.00
