       eth0       
 Kbps in  Kbps out
  321.16      0.00
  366.30      6.66
  315.59      0.00
  306.04      0.00
  315.60      0.00
  374.89      0.00
  412.71      0.00
  394.80      0.00
  433.40      0.00
  296.50      0.00
  314.80      0.00
  273.02      0.00
  371.70      0.00
  364.55      0.00
  518.18      0.00
  339.08      0.00
  342.27      0.00
  413.50      0.00
  307.64      0.00
  340.28      0.00
  349.43      0.00
  345.05      0.00
  374.50      0.00
  349.03      0.00
  321.17      0.00
  287.74      0.00
  444.15      0.00
  433.80      0.00
  339.88      0.00
  271.76      0.52
  302.86      0.00
  343.06      0.00
  288.13      0.00
  425.04      0.00
  380.87      0.00
  136.91      0.00
