,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,21.4625,12.25,14.25,15.25,15.75,28.0,65.75,157.125,223.75,363.875
