Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,0.9,2000,2000
0,0,0,40.0,40,0,1.6,2000,2000
0,0,0,60.0,60,0,2.2,2000,2000
0,0,0,80.0,80,0,3.0,2000,2000
0,0,0,100.0,100,0,3.3,2000,2000
0,0,0,120.0,120,0,4.0,2000,2000
0,0,0,139.9,140,0,4.3,2000,2000
0,0,0,160.0,160,0,4.5,2000,2000
0,0,0,180.0,180,0,6.0,2000,2000
0,0,0,197.2,200,0,18.1,1974,1974
0,0,0,219.8,220,0,6.1,2000,2000
0,0,0,239.8,240,0,6.3,2000,2000
0,0,0,259.8,260,0,6.8,2000,2000
0,0,0,279.9,280,0,7.8,2000,2000
0,0,0,299.2,300,0,7.7,2000,2000
0,0,0,319.6,320,0,9.4,2000,2000
0,0,0,338.9,340,0,14.7,1999,1999
0,0,0,358.7,360,0,12.6,2000,2000
0,0,0,305.9,380,0,51.3,1913,1915
0,0,0,273.7,400,0,113.3,1604,1639
0,0,0,289.8,420,0,141.4,1634,1667
0,0,0,218.6,440,0,255.5,1111,1210
0,0,0,241.4,460,0,223.8,1188,1289
0,0,0,228.7,480,0,254.3,1080,1181
0,0,0,242.3,500,0,259.2,1100,1211
0,0,0,228.5,520,0,240.5,994,1109
0,0,0,237.4,540,0,252.5,1013,1116
0,0,0,226.3,560,0,260.4,917,1034
0,0,0,227.1,580,0,236.1,897,1010
0,0,0,236.0,600,0,253.6,916,1022
0,0,0,262.5,620,0,223.4,1000,1112
0,0,0,267.0,640,0,231.9,995,1101
0,0,0,263.9,660,0,253.6,950,1062
0,0,0,170.0,680,0,151.8,562,668
0,0,0,264.8,700,0,252.4,899,1021
0,0,0,230.8,720,0,288.8,742,871
0,0,0,223.7,740,0,282.0,689,829
0,0,0,225.8,760,0,247.1,692,821
0,0,0,220.8,780,0,278.0,611,787
0,0,0,216.6,800,0,278.7,610,758
0,0,0,226.1,820,0,276.1,599,777
0,0,0,207.1,840,0,293.7,541,700
0,0,0,173.2,860,0,199.3,336,576
0,0,0,173.2,880,0,384.7,406,567
0,0,0,209.9,900,0,308.6,462,676
0,0,0,170.2,920,0,385.7,370,540
0,0,0,185.1,940,0,335.6,383,579
0,0,0,200.5,960,0,301.4,446,618
0,0,0,215.7,980,0,318.9,455,658
0,0,0,163.0,1000,0,310.5,315,489
