Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.4,2000,2000
0,0,0,40.0,40,0,1.1,2000,2000
0,0,0,60.0,60,0,2.0,2000,2000
0,0,0,80.0,80,0,2.5,2000,2000
0,0,0,100.0,100,0,3.3,2000,2000
0,0,0,120.0,120,0,3.6,2000,2000
0,0,0,140.0,140,0,4.2,2000,2000
0,0,0,160.0,160,0,4.2,2000,2000
0,0,0,179.9,180,0,8.9,2000,2000
0,0,0,200.0,200,0,4.9,2000,2000
0,0,0,219.8,220,0,5.8,2000,2000
0,0,0,239.3,240,0,8.9,1995,1995
0,0,0,259.9,260,0,6.2,2000,2000
0,0,0,279.1,280,0,6.8,2000,2000
0,0,0,299.6,300,0,7.2,2000,2000
0,0,0,319.3,320,0,9.0,1998,1998
0,0,0,339.7,340,0,9.9,2000,2000
0,0,0,254.2,360,0,134.3,1619,1650
0,0,0,275.1,380,0,130.1,1689,1721
0,0,0,292.1,400,0,93.9,1732,1749
0,0,0,299.3,420,0,100.7,1690,1722
0,0,0,240.9,440,0,226.6,1219,1334
0,0,0,227.0,460,0,234.2,1090,1212
0,0,0,243.4,480,0,235.8,1140,1253
0,0,0,241.2,500,0,233.8,1070,1206
0,0,0,219.7,520,0,293.0,915,1065
0,0,0,247.7,540,0,260.4,1040,1164
0,0,0,221.2,560,0,280.6,850,1010
0,0,0,247.1,580,0,251.3,957,1099
0,0,0,233.6,600,0,263.0,863,1015
0,0,0,216.9,620,0,311.8,740,916
0,0,0,201.8,640,0,305.0,669,831
0,0,0,195.1,660,0,294.6,607,786
0,0,0,244.5,680,0,292.8,763,964
0,0,0,228.7,700,0,301.4,711,888
0,0,0,213.5,720,0,284.0,642,806
0,0,0,219.6,740,0,305.3,628,813
0,0,0,215.8,760,0,302.8,580,784
0,0,0,183.3,780,0,395.6,487,658
0,0,0,200.3,800,0,330.7,481,701
0,0,0,180.9,820,0,390.4,411,622
0,0,0,178.7,840,0,389.3,399,604
0,0,0,187.6,860,0,342.6,406,625
0,0,0,183.9,880,0,381.3,433,602
0,0,0,183.2,900,0,350.3,382,590
0,0,0,156.9,920,0,364.3,278,498
0,0,0,170.1,940,0,428.5,309,533
0,0,0,163.8,960,0,379.0,294,505
0,0,0,144.7,980,0,516.7,194,440
0,0,0,167.6,1000,0,467.4,297,505
