,Request rate,Response rate 50%,Response rate 66%,Response rate 75%,Response rate 80%,Response rate 90%,Response rate 95%,Response rate 98%,Response rate 99%,Response rate 100%
0,191.9,184.0,184.0,186.0,187.0,188.0,192.0,193.0,195.0,203.0
