Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,5.6,2000,2000
0,0,0,34.1,40,0,89.4,1063,1705
0,0,0,58.5,60,0,60.2,1967,1999
0,0,0,78.8,80,0,113.3,1790,1981
0,0,0,98.6,100,0,62.9,1963,1998
0,0,0,108.6,120,0,57.1,1738,1931
0,0,0,138.8,140,0,46.4,1919,1993
0,0,0,158.8,160,0,29.9,1970,2000
0,0,0,178.3,180,0,36.5,1969,2000
0,0,0,199.1,200,0,19.3,1889,1991
0,0,0,217.2,220,0,32.1,1923,1976
0,0,0,236.4,240,0,18.3,1891,1971
0,0,0,254.9,260,0,22.8,1889,1965
0,0,0,237.1,280,0,36.4,1804,1893
0,0,0,282.9,300,0,42.8,1804,1895
0,0,0,288.1,320,0,33.2,1824,1905
0,0,0,306.0,340,0,17.9,1818,1896
0,0,0,338.2,360,0,19.3,1791,1886
0,0,0,354.8,380,0,23.1,1792,1870
0,0,0,337.4,400,0,32.1,1808,1868
0,0,0,311.1,420,0,53.5,1697,1790
0,0,0,320.6,440,0,54.7,1688,1764
0,0,0,349.2,460,0,25.7,1781,1853
0,0,0,294.0,480,0,135.4,1434,1530
0,0,0,339.6,500,0,81.1,1617,1675
0,0,0,325.3,520,0,126.5,1496,1544
0,0,0,265.9,540,0,196.4,1105,1254
0,0,0,301.4,560,0,150.9,1276,1388
0,0,0,292.4,580,0,177.3,1226,1340
0,0,0,278.1,600,0,211.2,1064,1209
0,0,0,267.7,620,0,223.4,1030,1135
0,0,0,284.2,640,0,181.3,1069,1172
0,0,0,274.0,660,0,189.7,1000,1112
0,0,0,296.3,680,0,213.8,1054,1179
0,0,0,260.3,700,0,217.5,888,1009
0,0,0,277.3,720,0,230.6,910,1059
0,0,0,270.3,740,0,225.9,855,1003
0,0,0,247.3,760,0,291.6,721,904
0,0,0,246.9,780,0,292.1,695,883
0,0,0,219.3,800,0,336.1,551,775
0,0,0,207.2,820,0,343.5,519,714
0,0,0,209.9,840,0,386.3,449,715
0,0,0,213.7,860,0,331.9,472,714
0,0,0,183.4,880,0,393.1,353,600
0,0,0,200.8,900,0,356.7,423,649
0,0,0,191.6,920,0,365.7,378,610
0,0,0,203.1,940,0,354.6,382,637
0,0,0,258.4,960,0,279.6,574,801
0,0,0,189.0,980,0,392.0,315,581
0,0,0,194.8,1000,0,401.7,307,590
