,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,14.275000000000002,11.125,12.75,14.125,14.5,15.5,16.5,38.125,47.875,360.25
