Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,1.0,2000,2000
0,0,0,40.0,40,0,1.2,2000,2000
0,0,0,60.0,60,0,2.0,2000,2000
0,0,0,80.0,80,0,2.8,2000,2000
0,0,0,100.0,100,0,3.4,2000,2000
0,0,0,120.0,120,0,3.9,2000,2000
0,0,0,140.0,140,0,3.8,2000,2000
0,0,0,160.0,160,0,4.5,2000,2000
0,0,0,179.8,180,0,5.5,2000,2000
0,0,0,197.9,200,0,15.9,1976,1980
0,0,0,219.9,220,0,5.5,2000,2000
0,0,0,239.9,240,0,6.3,2000,2000
0,0,0,259.7,260,0,7.0,2000,2000
0,0,0,279.7,280,0,7.3,2000,2000
0,0,0,299.0,300,0,8.1,2000,2000
0,0,0,319.8,320,0,10.8,2000,2000
0,0,0,339.3,340,0,12.6,1996,1996
0,0,0,359.5,360,0,15.1,2000,2000
0,0,0,291.5,380,0,87.0,1801,1814
0,0,0,224.1,400,0,204.4,1228,1344
0,0,0,210.6,420,0,253.0,1086,1212
0,0,0,226.2,440,0,235.2,1141,1253
0,0,0,226.0,460,0,245.5,1086,1208
0,0,0,240.6,480,0,222.0,1137,1244
0,0,0,230.5,500,0,250.1,1031,1151
0,0,0,227.3,520,0,249.1,985,1100
0,0,0,157.2,540,0,214.9,582,739
0,0,0,208.5,560,0,292.3,822,953
0,0,0,237.2,580,0,279.2,946,1054
0,0,0,245.4,600,0,259.2,959,1063
0,0,0,221.8,620,0,266.8,795,937
0,0,0,241.7,640,0,236.0,924,994
0,0,0,247.3,660,0,254.8,856,995
0,0,0,234.2,680,0,272.5,790,923
0,0,0,244.8,700,0,250.2,792,944
0,0,0,214.4,720,0,279.3,647,811
0,0,0,230.2,740,0,282.2,737,854
0,0,0,226.9,760,0,317.0,679,826
0,0,0,199.3,780,0,322.1,531,710
0,0,0,233.8,800,0,273.2,650,818
0,0,0,225.4,820,0,306.0,637,776
0,0,0,202.4,840,0,321.6,510,684
0,0,0,201.8,860,0,351.8,470,678
0,0,0,182.8,880,0,349.7,413,598
0,0,0,198.1,900,0,339.2,480,638
0,0,0,198.2,920,0,378.9,436,629
0,0,0,182.0,940,0,393.2,389,569
0,0,0,181.4,960,0,406.9,352,559
0,0,0,183.9,980,0,383.9,383,559
0,0,0,167.7,1000,0,383.1,316,502
