,Request rate,Response rate 50%,Response rate 66%,Response rate 75%,Response rate 80%,Response rate 90%,Response rate 95%,Response rate 98%,Response rate 99%,Response rate 100%
0,128.0,120.0,121.0,128.0,128.0,136.0,144.0,151.0,153.0,169.0
