1,32,365.8,130,0.67
1,64,734,140,1.33
1,128,1471.1,140,2.65
1,256,2947.9,150,5.3
8,32,4516.5,140,5.6
8,64,9056.0,150,11.3
8,128,18357.8,150,22.9
8,256,37723.3,160,44.57
16,32,9329.1,140,11.3
16,64,19025.6,160,22.9
16,128,39061.4,150,44.7
16,256,62930.1,150,87.2
32,32,19360.1,130,23.1
32,64,39367.0,160,44.7
32,128,63075.1,150,87.3
32,256,114150.12,140,171.11
