,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,106.94999999999999,34.5,71.125,173.125,239.625,329.5,385.125,439.25,473.0,680.25
