Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,3.2,2000,2000
0,0,0,40.0,40,0,22.9,2000,2000
0,0,0,59.5,60,0,69.8,1893,1984
0,0,0,77.5,80,0,22.2,1802,1937
0,0,0,97.1,100,0,18.2,1988,2000
0,0,0,119.8,120,0,27.9,1960,1996
0,0,0,137.1,140,0,23.1,1952,1959
0,0,0,159.9,160,0,12.2,1996,2000
0,0,0,179.9,180,0,9.3,1996,2000
0,0,0,199.9,200,0,20.8,1991,2000
0,0,0,220.0,220,0,30.8,1976,2000
0,0,0,239.0,240,0,24.5,1946,1994
0,0,0,256.9,260,0,18.5,1913,1982
0,0,0,249.3,280,0,13.5,1901,1964
0,0,0,256.9,300,0,22.1,1889,1951
0,0,0,284.7,320,0,10.8,1882,1953
0,0,0,298.8,340,0,15.7,1895,1955
0,0,0,310.0,360,0,22.1,1884,1941
0,0,0,336.4,380,0,20.0,1874,1929
0,0,0,326.8,400,0,27.9,1866,1914
0,0,0,329.0,420,0,41.1,1840,1897
0,0,0,334.0,440,0,48.2,1806,1851
0,0,0,346.3,460,0,93.4,1689,1735
0,0,0,357.3,480,0,88.1,1687,1727
0,0,0,279.3,500,0,96.7,1626,1667
0,0,0,294.5,520,0,179.9,1340,1422
0,0,0,326.6,540,0,138.0,1482,1545
0,0,0,304.6,560,0,181.6,1316,1390
0,0,0,300.5,580,0,174.4,1244,1332
0,0,0,318.5,600,0,148.6,1322,1378
0,0,0,294.8,620,0,224.6,1172,1250
0,0,0,266.3,640,0,223.8,949,1105
0,0,0,234.6,660,0,266.1,825,949
0,0,0,255.2,680,0,268.5,842,1015
0,0,0,270.4,700,0,246.1,867,1042
0,0,0,237.2,720,0,308.1,728,902
0,0,0,265.4,740,0,254.2,797,982
0,0,0,226.4,760,0,314.0,621,824
0,0,0,253.2,780,0,282.0,735,906
0,0,0,85.4,800,0,297.0,215,301
0,0,0,217.4,820,0,341.8,526,753
0,0,0,211.5,840,0,334.0,515,720
0,0,0,214.1,860,0,361.7,518,721
0,0,0,211.6,880,0,330.9,513,698
0,0,0,203.6,900,0,357.2,457,660
0,0,0,243.8,920,0,308.1,553,775
0,0,0,206.8,940,0,371.8,431,653
0,0,0,234.3,960,0,309.5,524,724
0,0,0,201.3,980,0,392.2,396,617
0,0,0,236.7,1000,0,326.8,494,710
