       eth0       
 Kbps in  Kbps out
  230.86      0.00
  249.07      7.37
  247.95      0.00
  225.26      0.00
  316.81      0.00
  280.18      0.00
  303.67      0.00
  294.11      0.00
  288.95      0.00
  266.64      0.00
  265.20      0.00
  315.61      0.00
  225.67      0.00
  282.58      0.00
  314.01      0.00
  311.73      0.00
  253.93      0.00
  253.92      0.00
  273.02      0.00
  274.20      0.00
  232.21      0.00
  270.23      0.00
  296.91      0.00
  290.06      0.52
  283.37      0.00
  216.30      0.00
  238.40      0.00
  266.65      0.00
  302.88      0.00
  337.48      0.00
  260.04      0.00
  232.02      0.00
  254.32      0.00
  268.64      0.00
  296.51      0.00
  272.09      0.33
  311.80     41.56
  282.41     35.40
  363.62     37.64
  311.90     23.36
  288.69     24.45
  318.26     20.53
  306.46     21.05
  290.37      3.53
  284.55      0.00
  305.23      0.00
  214.11      0.00
  251.31      0.00
  311.60      0.00
  312.80      0.00
  227.97      0.52
  242.94      0.00
  269.43      0.00
  232.02      0.00
  228.44      0.00
  256.06      0.00
  284.55      0.00
  234.40      0.00
  294.92      0.00
  316.00      0.00
  226.47      0.00
  258.30      0.00
  268.64      0.00
  259.49      0.00
  358.22      0.00
  294.91      0.00
  260.69      0.00
  231.24      0.00
  329.54      0.00
  245.55      0.00
  315.53      0.00
  237.58      0.00
