       eth0       
 Kbps in  Kbps out
 2171.03      0.00
 1608.87      7.37
 2162.24      0.00
 2290.38      0.00
 1402.45      0.00
 2139.75      0.00
 1698.15      0.00
 2201.57      0.00
 1503.91      0.00
 2285.46      0.00
 1865.47      0.00
 1926.08      0.00
 1812.25      0.00
 1982.26      0.00
 2167.08      0.00
 1991.92      0.00
 1829.50      0.00
 1940.12      0.52
 1642.06      0.00
 1498.39      0.00
 1813.67      0.00
 1433.48      0.00
 1820.75      0.00
 1718.10      0.00
 1676.69      0.00
 2053.49      0.00
 1770.25      0.00
 1941.01      0.00
 1789.68      0.00
 1440.63      0.00
 1526.15      0.00
 1650.40      0.00
 2469.47      0.00
  665.28      0.84
