       eth0       
 Kbps in  Kbps out
  460.81      0.00
  486.61      7.37
  465.22      0.00
  457.28      0.00
  524.14      0.00
  685.32      0.00
  507.42      0.00
  710.54      0.00
  483.13      0.00
  557.16      0.00
  620.12      0.00
  529.72      0.00
  518.13      0.00
  428.18      0.00
  618.47      0.00
  595.08      0.00
  599.34      0.00
  392.37      0.00
  472.79      0.00
  632.42      0.00
  567.69      0.00
  486.73      0.00
  611.30      0.00
  505.05      0.00
  386.03      0.00
  568.12      0.00
  499.89      0.00
  522.95      0.00
  738.65      0.00
  445.67      0.52
  637.37      0.00
  637.56      0.00
  358.81      0.84
