       eth0       
 Kbps in  Kbps out
  930.95      0.00
 1119.84      7.37
  978.28      0.00
 1051.92      0.00
 1066.58      0.00
  848.68      0.00
  949.27      0.00
 1025.62      0.00
 1040.00      0.00
 1184.01      0.00
 1006.92      0.00
  997.28      0.00
  768.71      0.00
 1023.95      0.00
  925.55      0.00
  657.81      0.00
  911.68      0.00
 1047.12      0.00
 1097.71      0.00
 1022.41      0.00
  998.25      0.00
  956.75      0.00
  956.81      0.00
 1128.70      0.00
 1227.42      0.00
 1092.45      0.00
 1239.78      0.00
 1172.87      0.00
 1545.06      0.00
  850.89      0.00
  868.72      0.00
  784.84      0.00
  948.34      0.00
