       eth0       
 Kbps in  Kbps out
    0.33      0.00
    7.27    195.60
    4.60    123.24
    0.33    163.88
    0.33    175.58
    0.33    245.81
    4.60      0.00
    0.33    111.08
    0.33    216.55
    0.33    181.43
    0.33    169.72
    0.33    187.28
    0.32      0.00
    4.60    198.98
    0.33    228.22
    0.33    239.95
    0.33    105.35
    9.53    152.00
    0.33      0.00
    4.93    198.99
    4.60    175.58
    0.33    204.84
    0.33    157.84
    0.33    198.99
    4.60      0.00
    0.33    158.02
    0.33    234.10
    0.33    187.10
    0.33    175.58
    0.33    222.40
    0.33      0.00
    8.99    271.67
