       eth0       
 Kbps in  Kbps out
    0.00      0.00
    2.67    382.89
    0.33    351.59
    0.33    321.87
    4.93    409.70
    0.33    339.46
    0.33      0.00
    0.00    368.71
    0.33    442.93
    0.33    280.93
    0.33    392.14
    4.93    357.01
    0.33      0.00
    0.33    391.77
    4.60    345.31
    4.93    380.42
    4.93    374.57
    4.93    357.01
    0.00      0.00
    0.33    392.14
    0.33    392.13
    0.33    362.86
    4.93    427.24
    0.33    392.13
    0.33      0.00
    0.00    368.72
    0.33    298.49
    0.33    392.14
    0.33    386.28
    4.93    362.87
    0.33      0.00
    1.76    474.58
