       eth0       
 Kbps in  Kbps out
    0.00      0.00
    2.67    102.00
    4.93      0.52
    4.93     93.64
    0.33     93.64
    0.33    105.22
    0.33      0.00
    4.60     93.64
    0.33     81.94
    0.33     93.64
    0.33     99.41
    0.33     87.79
    0.33      0.00
    0.33     93.64
    4.60    105.35
    0.33     81.84
    0.33     93.64
    0.33     99.49
    4.60      0.00
    4.93     87.79
    4.93     93.55
    4.93    122.91
    0.33     64.38
    0.33     99.49
    0.33      0.00
    4.60     87.71
    0.33     93.64
    0.33    111.19
    0.33     87.79
    0.33    122.91
    0.33      0.00
  465.88    153.55
