       eth0       
 Kbps in  Kbps out
    0.33      0.51
    2.67     55.12
    4.93     46.82
    0.33      0.00
    0.33     46.82
    0.00     46.82
    0.33     46.81
    0.33     46.77
    0.33     46.82
    4.60      0.00
    0.33     46.82
    0.33     46.82
    0.33     46.77
    4.93     46.82
    0.33     52.67
    0.33      0.00
   13.81     40.97
    0.33     46.77
    0.33     46.82
    0.33     46.82
    4.93     46.82
    0.33      0.00
    0.33     46.77
    0.00     46.82
    0.33     46.82
    0.33     46.82
    0.33     46.82
    4.53      0.00
    0.33     46.82
    0.33     46.82
    0.33     46.82
  470.46    100.87
