       eth0       
 Kbps in  Kbps out
   13.77      0.00
    2.67     20.01
    0.33      0.52
    4.93     11.71
    0.33     11.71
    0.33     11.66
    0.33      0.00
    4.60     11.70
    0.33     11.70
    0.33     11.70
    0.33     11.70
    0.33     11.71
    0.33      0.00
    0.33     11.70
    4.60     11.71
    0.33     11.71
    0.33     11.70
    0.33     11.71
    4.60      0.00
    0.33     11.71
    0.33     11.71
    0.33     11.71
   14.14     11.71
    0.33     11.71
    0.33      0.00
    4.60     11.71
    0.33     11.71
    0.33     11.71
    0.33     11.71
    0.33     11.71
    0.33      0.00
    1.76     23.93
