Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,3.4,2000,2000
0,0,0,40.0,40,0,11.8,2000,2000
0,0,0,58.1,60,0,45.0,1871,1981
0,0,0,77.0,80,0,19.4,1876,1972
0,0,0,97.7,100,0,18.1,1993,2000
0,0,0,116.0,120,0,23.0,1974,1992
0,0,0,137.7,140,0,23.3,1965,1969
0,0,0,159.9,160,0,15.0,1993,2000
0,0,0,173.4,180,0,12.8,1994,2000
0,0,0,199.9,200,0,17.4,1992,2000
0,0,0,198.4,220,0,32.1,1985,2000
0,0,0,224.9,240,0,24.0,1960,1992
0,0,0,234.4,260,0,13.1,1920,1978
0,0,0,218.3,280,0,17.0,1906,1963
0,0,0,262.4,300,0,14.2,1895,1954
0,0,0,277.5,320,0,18.5,1892,1953
0,0,0,286.6,340,0,18.8,1885,1930
0,0,0,291.6,360,0,20.5,1867,1913
0,0,0,309.2,380,0,27.5,1857,1918
0,0,0,317.2,400,0,44.7,1837,1889
0,0,0,323.8,420,0,46.4,1818,1863
0,0,0,318.1,440,0,90.7,1703,1762
0,0,0,293.3,460,0,63.1,1759,1817
0,0,0,328.8,480,0,99.5,1633,1697
0,0,0,311.7,500,0,128.5,1489,1558
0,0,0,297.1,520,0,170.1,1352,1436
0,0,0,293.5,540,0,199.6,1304,1380
0,0,0,318.5,560,0,137.0,1396,1454
0,0,0,301.8,580,0,163.1,1235,1346
0,0,0,296.2,600,0,173.4,1169,1284
0,0,0,143.2,620,0,250.8,485,608
0,0,0,267.2,640,0,210.5,968,1109
0,0,0,290.2,660,0,184.8,1017,1173
0,0,0,234.8,680,0,265.4,758,934
0,0,0,279.2,700,0,256.8,923,1077
0,0,0,221.1,720,0,285.4,643,841
0,0,0,253.8,740,0,263.2,772,941
0,0,0,90.6,760,0,321.1,230,332
0,0,0,196.9,780,0,320.9,515,704
0,0,0,203.8,800,0,320.0,518,719
0,0,0,196.0,820,0,359.0,445,674
0,0,0,213.0,840,0,328.8,532,725
0,0,0,205.4,860,0,329.0,427,688
0,0,0,217.0,880,0,350.3,442,716
0,0,0,204.3,900,0,365.5,416,663
0,0,0,201.2,920,0,368.6,416,645
0,0,0,193.6,940,0,358.9,382,608
0,0,0,222.2,960,0,330.7,430,688
0,0,0,246.8,980,0,312.8,503,754
0,0,0,437.2,1000,0,119.3,1617,1674
