,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,16.3,11.0,13.25,14.25,14.625,15.625,18.0,73.375,168.75,363.375
