,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,15.274999999999999,10.875,13.125,14.25,14.625,15.625,16.875,38.5,135.75,375.125
