,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,76.875,16.875,50.625,104.375,136.875,263.375,313.875,361.5,390.25,533.625
