,Response time,Response time 50%,Response time 66%,Response time 75%,Response time 80%,Response time 90%,Response time 95%,Response time 98%,Response time 99%,Response time 100%
0,17.725,11.25,13.125,14.5,15.375,21.25,40.375,74.625,151.625,397.75
