scheme,numSubscribers,in (kbps),in (mbps),in (krps)
unicast,128,174.71,0.170615234375,0.4282107843137255
unicast,128,163.97,0.160126953125,0.40188725490196076
unicast,128,240.38,0.23474609375,0.5891666666666666
unicast,128,205.36,0.200546875,0.5033333333333334
unicast,128,204.96,0.20015625,0.5023529411764706
unicast,128,200.18,0.19548828125,0.4906372549019608
unicast,128,198.59,0.193935546875,0.4867401960784314
unicast,128,206.56,0.20171875,0.5062745098039215
unicast,128,236.4,0.230859375,0.5794117647058824
unicast,128,182.67,0.178388671875,0.4477205882352941
unicast,128,159.19,0.155458984375,0.39017156862745095
unicast,128,161.18,0.15740234375,0.39504901960784317
unicast,128,184.66,0.18033203125,0.45259803921568625
unicast,128,159.59,0.155849609375,0.39115196078431375
unicast,128,197.4,0.1927734375,0.4838235294117647
unicast,128,154.02,0.15041015625,0.3775
unicast,128,167.15,0.163232421875,0.4096813725490196
unicast,128,179.89,0.175673828125,0.440906862745098
unicast,128,199.79,0.195107421875,0.4896813725490196
unicast,128,179.82,0.17560546875,0.44073529411764706
unicast,128,189.84,0.185390625,0.46529411764705886
unicast,128,200.98,0.19626953125,0.49259803921568623
unicast,128,187.85,0.183447265625,0.46041666666666664
unicast,128,178.29,0.174111328125,0.436985294117647
unicast,128,169.14,0.16517578125,0.41455882352941176
unicast,128,164.77,0.160908203125,0.4038480392156863
baseerat,256,71333.97,69.662080078125,174.8381617647059
baseerat,256,77545.65,75.728173828125,190.06286764705882
baseerat,256,77404.54,75.59037109375,189.71700980392154
baseerat,256,75642.44,73.8695703125,185.39813725490197
baseerat,256,75731.13,73.956181640625,185.61551470588236
baseerat,256,75693.64,73.9195703125,185.5236274509804
baseerat,256,72828.94,71.12201171875,178.50230392156863
baseerat,256,76293.02,74.50490234375,186.99269607843138
baseerat,256,76024.51,74.242685546875,186.3345833333333
baseerat,256,76116.25,74.332275390625,186.5594362745098
baseerat,256,78279.72,76.4450390625,191.86205882352942
baseerat,256,75984.3,74.20341796875,186.23602941176472
baseerat,256,74033.66,72.29849609375,181.45504901960786
baseerat,256,72895.99,71.187490234375,178.66664215686276
baseerat,256,67284.73,65.707744140625,164.91355392156862
baseerat,256,71679.7,69.99970703125,175.68553921568628
baseerat,256,62095.25,60.639892578125,152.19424019607843
baseerat,256,71372.8,69.7,174.93333333333334
baseerat,256,62944.89,61.469619140625,154.2766911764706
baseerat,256,69827.48,68.1908984375,171.14578431372547
baseerat,256,76983.07,75.178779296875,188.68399509803922
baseerat,256,76536.79,74.742958984375,187.59017156862743
baseerat,256,69889.06,68.25103515625,171.2967156862745
baseerat,256,69751.52,68.11671875,170.95960784313726
baseerat,256,62736.3,61.26591796875,153.7654411764706
baseerat,256,73314.75,71.596435546875,179.69301470588235
baseerat,256,75882.59,74.104091796875,185.98674019607842
baseerat,256,66819.15,65.253076171875,163.77242647058821
baseerat,256,75973.21,74.192587890625,186.2088480392157
baseerat,256,76569.97,74.775361328125,187.67149509803923
baseerat,256,68223.44,66.624453125,167.2143137254902
baseerat,256,64439.04,62.92875,157.93882352941176
baseerat,256,60961.08,59.5323046875,149.41441176470587
baseerat,4,81110.75,79.209716796875,198.80085784313727
baseerat,4,82154.8,80.229296875,201.35980392156864
baseerat,4,76748.71,74.949912109375,188.10958333333335
baseerat,4,75522.95,73.752880859375,185.10526960784313
baseerat,4,79398.32,77.537421875,194.6037254901961
baseerat,4,75986.92,74.2059765625,186.24245098039216
baseerat,4,77070.89,75.264541015625,188.89924019607844
baseerat,4,79117.26,77.26294921875,193.91485294117646
baseerat,4,78532.16,76.6915625,192.4807843137255
baseerat,4,79892.3,78.01982421875,195.81446078431372
baseerat,4,73918.98,72.18650390625,181.17397058823528
baseerat,4,73032.82,71.32111328125,179.0020098039216
baseerat,4,72240.32,70.5471875,177.0596078431373
baseerat,4,72799.33,71.093095703125,178.42973039215687
baseerat,4,64293.93,62.787041015625,157.5831617647059
baseerat,4,76031.13,74.249150390625,186.35080882352943
baseerat,4,73138.99,71.424794921875,179.26223039215688
baseerat,4,78721.5,76.87646484375,192.94485294117646
baseerat,4,80160.31,78.281552734375,196.47134803921568
baseerat,4,78274.79,76.440224609375,191.84997549019607
baseerat,4,80426.22,78.54123046875,197.12308823529412
baseerat,4,80565.05,78.676806640625,197.46335784313726
baseerat,4,80382.31,78.498349609375,197.0154656862745
baseerat,4,79699.12,77.831171875,195.34098039215687
baseerat,4,74838.42,73.08439453125,183.4275
baseerat,4,80802.74,78.90892578125,198.04593137254903
baseerat,4,78570.86,76.72935546875,192.57563725490195
baseerat,4,82387.12,80.456171875,201.9292156862745
baseerat,4,72731.11,71.026474609375,178.2625245098039
baseerat,4,69932.68,68.2936328125,171.40362745098037
baseerat,4,69134.06,67.51373046875,169.44622549019607
baseerat,4,64050.76,62.5495703125,156.9871568627451
unicast,1,82344.65,80.414697265625,201.8251225490196
unicast,1,82905.07,80.961982421875,203.19870098039218
unicast,1,79000.25,77.148681640625,193.6280637254902
unicast,1,77386.35,75.572607421875,189.67242647058825
unicast,1,78457.76,76.61890625,192.298431372549
unicast,1,79757.07,77.887763671875,195.48301470588237
unicast,1,80033.5,78.15771484375,196.16053921568627
unicast,1,82358.33,80.428056640625,201.85865196078433
unicast,1,81366.9,79.45986328125,199.42867647058821
unicast,1,78854.74,77.00658203125,193.27142156862746
unicast,1,74870.69,73.115908203125,183.5065931372549
unicast,1,73188.11,71.472763671875,179.3826225490196
unicast,1,73790.91,72.061435546875,180.86007352941178
unicast,1,80570.57,78.682197265625,197.47688725490198
unicast,1,79787.07,77.917060546875,195.55654411764706
unicast,1,76700.57,74.902900390625,187.9915931372549
unicast,1,74273.86,72.53306640625,182.0437745098039
unicast,1,75714.97,73.940400390625,185.57590686274511
unicast,1,77215.33,75.405595703125,189.25325980392157
unicast,1,73760.05,72.031298828125,180.7844362745098
unicast,1,76610.5,74.81494140625,187.77083333333334
unicast,1,73696.93,71.969658203125,180.62973039215686
unicast,1,72235.22,70.54220703125,177.04710784313727
unicast,1,69142.88,67.52234375,169.4678431372549
unicast,1,63922.09,62.423916015625,156.67178921568626
unicast,1,69210.35,67.588232421875,169.63321078431375
unicast,1,74055.76,72.320078125,181.5092156862745
unicast,1,62354.29,60.892861328125,152.82914215686276
unicast,1,66213.69,64.661806640625,162.28845588235293
unicast,32,561.95,0.548779296875,1.3773284313725491
unicast,32,723.51,0.706552734375,1.7733088235294117
unicast,32,761.34,0.74349609375,1.866029411764706
unicast,32,717.53,0.700712890625,1.7586519607843136
unicast,32,917.71,0.896201171875,2.2492892156862747
unicast,32,856.03,0.835966796875,2.0981127450980392
unicast,32,737.85,0.720556640625,1.8084558823529413
unicast,32,811.88,0.7928515625,1.9899019607843138
unicast,32,638.76,0.6237890625,1.5655882352941177
unicast,32,749.4,0.7318359375,1.8367647058823529
unicast,32,730.69,0.713564453125,1.7909068627450981
unicast,32,580.66,0.56705078125,1.4231862745098038
unicast,32,912.58,0.89119140625,2.23671568627451
unicast,32,771.68,0.75359375,1.8913725490196078
unicast,32,879.13,0.858525390625,2.154730392156863
unicast,32,713.98,0.69724609375,1.749950980392157
unicast,32,669.39,0.653701171875,1.6406617647058823
unicast,32,649.1,0.63388671875,1.5909313725490197
unicast,32,945.59,0.923427734375,2.317622549019608
unicast,32,713.91,0.697177734375,1.7497794117647059
unicast,32,645.92,0.63078125,1.5831372549019607
unicast,32,652.28,0.6369921875,1.5987254901960783
unicast,32,824.19,0.804873046875,2.0200735294117647
unicast,32,693.28,0.67703125,1.6992156862745098
unicast,32,660.64,0.64515625,1.6192156862745097
unicast,32,916.94,0.89544921875,2.247401960784314
unicast,32,768.09,0.750087890625,1.8825735294117647
unicast,32,608.1,0.59384765625,1.4904411764705883
unicast,32,752.57,0.734931640625,1.8445343137254904
unicast,32,909.38,0.88806640625,2.228872549019608
unicast,32,800.33,0.781572265625,1.961593137254902
unicast,32,706.01,0.689462890625,1.7304166666666667
unicast,32,493.49,0.481923828125,1.2095343137254901
baseerat,128,82344.65,80.414697265625,201.8251225490196
baseerat,128,82905.07,80.961982421875,203.19870098039218
baseerat,128,79000.25,77.148681640625,193.6280637254902
baseerat,128,77386.35,75.572607421875,189.67242647058825
baseerat,128,78457.76,76.61890625,192.298431372549
baseerat,128,79757.07,77.887763671875,195.48301470588237
baseerat,128,80033.5,78.15771484375,196.16053921568627
baseerat,128,82358.33,80.428056640625,201.85865196078433
baseerat,128,81366.9,79.45986328125,199.42867647058821
baseerat,128,78854.74,77.00658203125,193.27142156862746
baseerat,128,74870.69,73.115908203125,183.5065931372549
baseerat,128,73188.11,71.472763671875,179.3826225490196
baseerat,128,73790.91,72.061435546875,180.86007352941178
baseerat,128,68910.95,67.295849609375,168.89938725490197
baseerat,128,77066.25,75.260009765625,188.8878676470588
baseerat,128,69049.06,67.43072265625,169.23789215686273
baseerat,128,70271.62,68.62462890625,172.23436274509803
baseerat,128,81923.34,80.00326171875,200.7925
baseerat,128,77201.3,75.39189453125,189.2188725490196
baseerat,128,70249.41,68.602939453125,172.17992647058824
baseerat,128,75323.69,73.558291015625,184.61688725490197
baseerat,128,70959.44,69.296328125,173.9201960784314
baseerat,128,70478.82,68.82697265625,172.74220588235295
baseerat,128,73968.77,72.235126953125,181.2960049019608
baseerat,128,75663.22,73.88986328125,185.44906862745097
baseerat,128,74904.35,73.148779296875,183.5890931372549
baseerat,128,78417.19,76.579287109375,192.19899509803923
baseerat,128,77061.33,75.255205078125,188.8758088235294
baseerat,128,81078.72,79.1784375,198.72235294117647
baseerat,128,81472.91,79.563388671875,199.68850490196078
baseerat,128,61562.3,60.11943359375,150.88799019607845
baseerat,128,61588.96,60.14546875,150.95333333333332
unicast,4,26829.09,26.200283203125,65.75757352941177
unicast,4,24297.89,23.728408203125,59.553651960784315
unicast,4,26551.94,25.92962890625,65.07828431372549
unicast,4,26790.57,26.162666015625,65.66316176470588
unicast,4,27482.33,26.838212890625,67.35865196078431
unicast,4,27398.77,26.756611328125,67.15384803921569
unicast,4,28185.35,27.524755859375,69.08174019607843
unicast,4,28237.37,27.575556640625,69.20924019607843
unicast,4,25420.33,24.824541015625,62.30473039215687
unicast,4,27567.93,26.921806640625,67.56845588235294
unicast,4,27669.15,27.020654296875,67.81654411764707
unicast,4,25378.09,24.783291015625,62.20120098039216
unicast,4,25064.89,24.477431640625,61.433553921568624
unicast,4,27802.94,27.15130859375,68.14446078431372
unicast,4,26490.38,25.86951171875,64.92740196078432
unicast,4,25145.07,24.555732421875,61.63007352941177
unicast,4,27406.95,26.764599609375,67.17389705882353
unicast,4,28291.56,27.6284765625,69.34205882352941
unicast,4,28215.2,27.55390625,69.15490196078431
unicast,4,28206.99,27.545888671875,69.13477941176471
unicast,4,26921.37,26.290400390625,65.98375
unicast,4,25513.54,24.91556640625,62.53318627450981
unicast,4,28309.84,27.646328125,69.38686274509804
unicast,4,27101.23,26.466044921875,66.42458333333333
unicast,4,26721.11,26.094833984375,65.49291666666667
unicast,4,26643.48,26.0190234375,65.30264705882352
unicast,4,25486.2,24.8888671875,62.46617647058824
unicast,4,27414.88,26.77234375,67.19333333333334
unicast,4,27566.84,26.9207421875,67.56578431372549
unicast,4,28281.58,27.61873046875,69.3175980392157
unicast,4,23508.86,22.95787109375,57.61975490196079
unicast,4,28313.02,27.64943359375,69.3946568627451
unicast,4,23515.25,22.964111328125,57.635416666666664
unicast,4,24603.11,24.026474609375,60.301740196078434
unicast,4,28244.74,27.58275390625,69.22730392156863
unicast,4,28070.74,27.41283203125,68.80083333333334
unicast,4,24898.26,24.31470703125,61.02514705882353
unicast,4,28348.41,27.683994140625,69.48139705882353
unicast,4,28260.12,27.5977734375,69.265
unicast,8,2451.09,2.393642578125,6.007573529411765
unicast,8,3294.08,3.216875,8.073725490196079
unicast,8,2894.5,2.82666015625,7.0943627450980395
unicast,8,3133.4,3.0599609375,7.6799019607843135
unicast,8,2912.45,2.844189453125,7.138357843137254
unicast,8,2883.28,2.815703125,7.06686274509804
unicast,8,3265.81,3.189267578125,8.004436274509803
unicast,8,3307.33,3.229814453125,8.106200980392156
unicast,8,3347.4,3.2689453125,8.204411764705883
unicast,8,3070.39,2.998427734375,7.52546568627451
unicast,8,3597.86,3.51353515625,8.81828431372549
unicast,8,3041.47,2.970185546875,7.454583333333333
unicast,8,3172.71,3.098349609375,7.77625
unicast,8,3332.99,3.254873046875,8.169093137254901
unicast,8,3976.58,3.88337890625,9.746519607843137
unicast,8,4184.82,4.08673828125,10.256911764705881
unicast,8,3087.53,3.015166015625,7.567475490196079
unicast,8,3192.63,3.117802734375,7.825073529411765
unicast,8,2894.54,2.82669921875,7.094460784313726
unicast,8,3293.26,3.21607421875,8.07171568627451
unicast,8,3413.08,3.3330859375,8.365392156862745
unicast,8,2979.26,2.90943359375,7.3021078431372555
unicast,8,2698.73,2.635478515625,6.61453431372549
unicast,8,2956.61,2.887314453125,7.246593137254902
unicast,8,3333.07,3.254951171875,8.169289215686275
unicast,8,3037.05,2.965869140625,7.4437500000000005
unicast,8,2771.95,2.706982421875,6.793995098039216
unicast,8,2779.5,2.71435546875,6.8125
unicast,8,3447.71,3.366904296875,8.450269607843138
unicast,8,3252.3,3.17607421875,7.971323529411765
unicast,8,3195.41,3.120517578125,7.83188725490196
unicast,8,3288.84,3.2117578125,8.060882352941176
unicast,8,2747.28,2.682890625,6.733529411764707
baseerat,16,75542.12,73.7716015625,185.15225490196076
baseerat,16,74321.69,72.579775390625,182.16100490196078
baseerat,16,66365.66,64.81021484375,162.66093137254902
baseerat,16,75742.12,73.9669140625,185.64245098039214
baseerat,16,77961.11,76.133896484375,191.08115196078433
baseerat,16,76773.7,74.97431640625,188.17083333333332
baseerat,16,76833.7,75.03291015625,188.31789215686274
baseerat,16,74772.8,73.0203125,183.26666666666668
baseerat,16,75371.34,73.60482421875,184.73367647058822
baseerat,16,79894.54,78.02201171875,195.81995098039215
baseerat,16,79208.64,77.3521875,194.13882352941175
baseerat,16,79087.43,77.233818359375,193.8417401960784
baseerat,16,75394.32,73.627265625,184.79000000000002
baseerat,16,78704.62,76.85998046875,192.90348039215687
baseerat,16,77924.78,76.09841796875,190.99210784313726
baseerat,16,79589.91,77.724521484375,195.07330882352943
baseerat,16,80570.57,78.682197265625,197.47688725490198
baseerat,16,79787.07,77.917060546875,195.55654411764706
baseerat,16,76700.57,74.902900390625,187.9915931372549
baseerat,16,74273.86,72.53306640625,182.0437745098039
baseerat,16,75714.97,73.940400390625,185.57590686274511
baseerat,16,77215.33,75.405595703125,189.25325980392157
baseerat,16,73760.05,72.031298828125,180.7844362745098
baseerat,16,76610.5,74.81494140625,187.77083333333334
baseerat,16,73696.93,71.969658203125,180.62973039215686
baseerat,16,72235.22,70.54220703125,177.04710784313727
baseerat,16,69142.88,67.52234375,169.4678431372549
baseerat,16,63922.09,62.423916015625,156.67178921568626
baseerat,16,69210.35,67.588232421875,169.63321078431375
baseerat,16,74055.76,72.320078125,181.5092156862745
baseerat,16,62354.29,60.892861328125,152.82914215686276
baseerat,16,66213.69,64.661806640625,162.28845588235293
baseerat,32,72427.66,70.73013671875,177.51877450980393
baseerat,32,76952.98,75.14939453125,188.6102450980392
baseerat,32,69676.73,68.043681640625,170.77629901960782
baseerat,32,67418.46,65.83833984375,165.24132352941177
baseerat,32,73830.03,72.099638671875,180.95595588235292
baseerat,32,75470.2,73.7013671875,184.97598039215686
baseerat,32,75869.0,74.0908203125,185.95343137254903
baseerat,32,66611.75,65.050537109375,163.2640931372549
baseerat,32,77381.91,75.568271484375,189.66154411764705
baseerat,32,75168.95,73.407177734375,184.2376225490196
baseerat,32,73232.4,71.516015625,179.49117647058821
baseerat,32,77180.14,75.37123046875,189.16700980392156
baseerat,32,74585.7,72.83759765625,182.80808823529412
baseerat,32,76219.86,74.43345703125,186.81338235294118
baseerat,32,76646.45,74.850048828125,187.85894607843136
baseerat,32,76101.61,74.317978515625,186.52355392156863
baseerat,32,76925.93,75.122978515625,188.54394607843136
baseerat,32,75832.76,74.0554296875,185.86460784313724
baseerat,32,75871.06,74.09283203125,185.95848039215684
baseerat,32,75495.0,73.7255859375,185.03676470588235
baseerat,32,75300.53,73.535673828125,184.5601225490196
baseerat,32,67926.99,66.334951171875,166.4877205882353
baseerat,32,76238.2,74.4513671875,186.85833333333332
baseerat,32,75018.93,73.260673828125,183.8699264705882
baseerat,32,72838.57,71.131416015625,178.5259068627451
baseerat,32,72298.54,70.60404296875,177.2023039215686
baseerat,32,66674.04,65.1113671875,163.41676470588234
baseerat,32,74327.29,72.585244140625,182.17473039215685
baseerat,32,73892.79,72.160927734375,181.1097794117647
baseerat,32,73229.52,71.513203125,179.48411764705884
baseerat,32,61546.97,60.104462890625,150.85041666666666
baseerat,32,55382.27,54.084248046875,135.74085784313723
unicast,2,51265.4,50.0638671875,125.65049019607844
unicast,2,53420.76,52.1687109375,130.93323529411765
unicast,2,53616.69,52.360048828125,131.41345588235293
unicast,2,48238.19,47.107607421875,118.23085784313726
unicast,2,53926.63,52.662724609375,132.17311274509802
unicast,2,54961.07,53.672919921875,134.7085049019608
unicast,2,50951.2,49.75703125,124.88039215686274
unicast,2,55244.67,53.949873046875,135.40360294117647
unicast,2,50137.01,48.961923828125,122.88482843137255
unicast,2,48603.45,47.464306640625,119.12610294117647
unicast,2,50025.97,48.853486328125,122.61267156862745
unicast,2,49353.27,48.196552734375,120.96389705882352
unicast,2,50100.45,48.926220703125,122.79522058823528
unicast,2,49800.41,48.633212890625,122.05982843137255
unicast,2,46975.9,45.87490234375,115.13700980392157
unicast,2,50213.23,49.036357421875,123.07164215686275
unicast,2,49842.55,48.674365234375,122.16311274509805
unicast,2,46076.35,44.996435546875,112.93223039215685
unicast,2,50326.45,49.146923828125,123.34914215686274
unicast,2,50045.67,48.872724609375,122.66095588235294
unicast,2,50143.83,48.968583984375,122.90154411764706
unicast,2,50136.25,48.961181640625,122.88296568627452
unicast,2,49513.54,48.35306640625,121.35671568627451
unicast,2,51255.12,50.053828125,125.62529411764706
unicast,2,55005.59,53.716396484375,134.8176225490196
unicast,2,55004.33,53.715166015625,134.8145343137255
unicast,2,55198.25,53.904541015625,135.28982843137254
unicast,2,51015.32,49.8196484375,125.03754901960784
unicast,2,49847.27,48.678974609375,122.17468137254902
unicast,2,49263.82,48.10919921875,120.7446568627451
unicast,2,40566.33,39.615556640625,99.42727941176472
unicast,2,45029.05,43.973681640625,110.36531862745099
unicast,2,30816.74,30.09447265625,75.53122549019608
