       eth0       
 Kbps in  Kbps out
   13.81      1.03
   15.57     19.37
    0.66     12.03
   13.81      0.33
   13.81     11.70
   13.81     11.71
   13.81     11.70
   13.81     11.71
    0.00      0.00
   13.81     11.71
   13.77     11.67
   13.81     11.71
   13.81     11.71
   13.81     11.71
    0.66     12.03
   13.81      0.33
   13.81     11.71
   13.81     11.71
   13.81     11.71
   13.81     11.71
    0.00      0.00
   13.81     11.71
   13.81     11.71
   13.81     11.71
   13.81     11.71
   13.81     11.71
    0.33     11.71
   13.81      0.33
   13.81     11.71
   13.81     11.71
   13.81     11.71
   13.80     11.70
