       eth0       
 Kbps in  Kbps out
   13.81    304.86
    1.76    452.04
   13.79    450.33
   13.81    655.49
   14.80   1141.90
   18.42    328.07
   13.81    690.60
    0.00      0.00
   13.81    743.28
   13.81    725.73
   14.14   1258.30
   18.42    275.40
   13.80    748.43
    0.00      0.00
   13.81    760.84
   13.81    702.29
   13.81    760.83
   18.39   1186.20
   13.81    310.19
    0.00      0.00
   13.81    749.13
   13.81    743.28
   13.79    759.88
   18.42    772.54
   13.81    743.28
   13.81    766.69
    0.00      0.00
   13.80    748.37
   14.14   1205.63
   18.42    240.29
   13.81    795.95
   13.81    754.99
