       eth0       
 Kbps in  Kbps out
   13.81    117.57
   15.57    399.77
   13.81    380.42
   13.81    357.01
    0.98    252.31
   18.42     82.26
   13.81    380.42
   13.81    374.57
   13.81    357.01
   13.80    391.64
    0.33    286.78
   18.42    134.94
   13.81    333.60
   13.81    368.72
   13.80    374.21
   13.81    380.42
    9.21    362.86
    9.21      0.00
   13.81    374.57
   13.79    385.77
   13.81    380.42
   13.81    421.39
   18.42    327.75
    0.00      0.00
   13.80    380.06
   14.14    643.79
   13.81     93.97
   13.81    374.57
   18.42    362.86
    0.00      0.00
   13.81    386.27
   13.81    374.57
