       eth0       
 Kbps in  Kbps out
   13.81      6.37
   15.57     95.45
   13.81     93.64
   19.07    187.61
   14.14      6.51
    0.00      0.00
   13.75     87.37
   13.81     93.64
   13.81     93.64
   18.74    187.28
   13.81      0.33
    0.00      0.00
   13.81     99.49
   13.81     87.79
   13.81     93.64
   18.42     93.64
   13.81     93.64
    0.00      0.00
   13.81     93.64
   13.81     93.64
   13.81     93.64
   18.41     93.62
   13.81     99.49
    0.00      0.00
   13.82     87.84
   14.14    187.28
   13.81      0.33
   18.74    187.28
   13.81      0.33
    0.00      0.00
   13.81     93.64
   13.81     93.64
