Response status 3xx,Response status 1xx,Response status 4xx,Request rate,Rate,Response status 5xx,Response time,Response status 2xx,Number of requests
0,0,0,20.0,20,0,8.8,1998,2000
0,0,0,39.4,40,0,78.7,1947,1999
0,0,0,58.9,60,0,26.0,1862,1962
0,0,0,77.7,80,0,17.2,1909,1985
0,0,0,100.0,100,0,8.2,1998,2000
0,0,0,111.6,120,0,18.1,1970,2000
0,0,0,134.7,140,0,28.9,1916,1945
0,0,0,155.5,160,0,26.5,1980,1992
0,0,0,177.3,180,0,16.1,1982,1998
0,0,0,199.2,200,0,14.6,1966,1993
0,0,0,219.0,220,0,16.8,1964,1991
0,0,0,237.4,240,0,20.6,1966,1985
0,0,0,256.7,260,0,14.5,1921,1974
0,0,0,275.4,280,0,16.0,1916,1968
0,0,0,292.2,300,0,21.9,1916,1955
0,0,0,293.8,320,0,13.0,1905,1945
0,0,0,325.9,340,0,27.2,1882,1933
0,0,0,318.2,360,0,36.4,1892,1926
0,0,0,342.0,380,0,27.3,1876,1913
0,0,0,375.1,400,0,37.2,1855,1891
0,0,0,297.4,420,0,109.6,1606,1661
0,0,0,279.4,440,0,160.3,1494,1549
0,0,0,284.6,460,0,145.9,1457,1518
0,0,0,227.0,480,0,182.6,1032,1171
0,0,0,256.0,500,0,206.2,1112,1279
0,0,0,267.7,520,0,182.7,1209,1322
0,0,0,304.6,540,0,149.6,1352,1432
0,0,0,262.5,560,0,205.4,1088,1204
0,0,0,281.8,580,0,179.3,1155,1268
0,0,0,282.9,600,0,217.2,1123,1272
0,0,0,292.0,620,0,195.1,1130,1242
0,0,0,277.9,640,0,246.1,1027,1135
0,0,0,289.3,660,0,214.6,1065,1174
0,0,0,303.0,680,0,215.2,1092,1193
0,0,0,257.9,700,0,268.9,843,1001
0,0,0,273.8,720,0,266.3,887,1042
0,0,0,225.6,740,0,316.1,696,835
0,0,0,230.5,760,0,330.9,657,837
0,0,0,214.8,780,0,296.0,667,848
0,0,0,261.0,800,0,264.5,728,913
0,0,0,223.3,820,0,348.0,585,772
0,0,0,224.0,840,0,315.8,575,764
0,0,0,213.7,860,0,338.7,515,716
0,0,0,240.1,880,0,287.6,625,789
0,0,0,203.3,900,0,344.5,488,656
0,0,0,221.7,920,0,323.9,532,703
0,0,0,200.4,940,0,338.3,397,632
0,0,0,136.1,960,0,403.8,293,423
0,0,0,162.5,980,0,356.5,319,498
0,0,0,190.5,1000,0,380.8,348,576
