,Request rate,Response rate 50%,Response rate 66%,Response rate 75%,Response rate 80%,Response rate 90%,Response rate 95%,Response rate 98%,Response rate 99%,Response rate 100%
0,192.0,184.0,184.0,192.0,192.0,209.0,232.0,255.0,273.0,382.0
